Country,Year,Raw Event,Desc
Cambodia,1990,Peace Negotiations,"Negotiations aimed at ending decades of conflict involving various national and international stakeholders, which took place under the auspices of the United Nations and other countries."
Cambodia,1990,Refugee Repatriation,"The repatriation of Cambodian refugees who had fled to neighboring countries during periods of intense conflict, coordinated by international organizations to facilitate their safe return."
Cambodia,1990,Economic Reform,"Initiatives to reform the economy, shifting from a centrally planned system to a more market-oriented economy, involving the introduction of new policies to encourage foreign investment and privatization."
Cambodia,1991,Peace Agreement,"A comprehensive peace agreement was signed by conflicting parties, establishing a framework for political stability and democratic elections under international supervision."
Cambodia,1991,UN Transitional Authority,"Establishment of a United Nations Transitional Authority in Cambodia to oversee the peace process, prepare for elections, and ensure the implementation of the peace agreement."
Cambodia,1992,Demining Efforts,"Launch of extensive demining operations to clear landmines from rural and agricultural areas, supported by international aid and technical assistance to reduce casualties and enable resettlement."
Cambodia,1992,Constitution Drafting,"The drafting of a new constitution to promote democracy and human rights, guided by principles agreed upon in the peace process."
Cambodia,1993,First Multiparty Elections,"Conduct of the first free and fair multiparty elections overseen by the United Nations, marking a significant step toward democratic governance."
Cambodia,1993,Royal Monarchy Restored,"Restoration of the monarchy with the coronation of a king, symbolizing national unity and the restoration of traditional institutions."
Cambodia,1994,Political Stability Measures,"Implementation of measures to stabilize the political environment, including the formation of a coalition government and efforts to integrate armed factions."
Cambodia,1994,Education Reform,"Major reforms in the education sector aimed at rebuilding the national education system, including curriculum development and the rebuilding of schools."
Cambodia,1995,Economic Liberalization,"Further economic liberalization measures, including the encouragement of direct foreign investment and the development of the tourism sector as a vital component of economic growth."
Cambodia,1995,Health Infrastructure Development,"Initiatives to rebuild and improve health infrastructure, focusing on increasing access to basic health services and addressing the needs of a post-conflict population."
Cambodia,1995,International Integration,"Steps taken towards greater integration into the international community, including joining ASEAN (Association of Southeast Asian Nations) to foster regional cooperation and development."
Cambodia,1996,Political Consolidation,"The government took measures to consolidate power, reducing the influence of opposition forces and stabilizing political control in the capital, Phnom Penh."
Cambodia,1996,Economic Reforms,Implementation of market-oriented economic reforms aimed at attracting foreign investment and stimulating economic growth across various sectors.
Cambodia,1996,International Relations,"Restoration and strengthening of diplomatic ties with Western nations, aiming to enhance economic cooperation and international aid."
Cambodia,1996,Infrastructure Development,"Large-scale efforts to rebuild and improve national infrastructure, including roads, bridges, and public buildings, were initiated to support economic development."
Cambodia,1996,Cultural Revival,"Initiatives to revive traditional arts and cultural heritage, including national festivals and celebrations, aimed at rebuilding national identity post-conflict."
Cambodia,1997,Coup Attempt,"A significant internal power struggle resulted in a brief violent conflict between rival political factions, impacting the capital and altering the political landscape."
Cambodia,1997,Economic Integration,"Cambodia joined the Association of Southeast Asian Nations (ASEAN), marking a significant step in regional economic integration and political cooperation."
Cambodia,1997,Agricultural Development,"The government launched initiatives to increase rice production and agricultural output, aiming to improve food security and rural incomes."
Cambodia,1997,Land Reforms,"Implementation of land reform policies to address disputes and distribute land to rural populations, aiming to stabilize rural areas and reduce land-related conflicts."
Cambodia,1997,Education Reforms,"Overhaul of the national education system to improve access to education, quality of instruction, and educational outcomes for children and young adults."
Cambodia,1998,National Elections,"National elections were held, leading to significant political changes and international scrutiny regarding their fairness and transparency."
Cambodia,1998,Tourism Promotion,"The government launched major initiatives to promote Cambodia as a major tourist destination, focusing on its ancient temples and cultural heritage."
Cambodia,1998,Public Health Campaigns,"Launch of public health campaigns to combat malaria and HIV/AIDS, significantly impacting public health and international aid support."
Cambodia,1998,Urban Development,"Expansion of urban development projects in Phnom Penh, including housing, commercial, and public spaces, to accommodate a growing urban population."
Cambodia,1998,Foreign Investment,"Introduction of incentives for foreign direct investment, especially in the garment manufacturing sector, boosting economic growth and job creation."
Cambodia,1999,Peace Agreements,"Finalization of peace agreements with remaining armed factions, solidifying the end of decades-long internal conflicts and promoting national reconciliation."
Cambodia,1999,Judicial Reforms,"The government initiated reforms in the judicial system to improve legal processes, enhance rule of law, and address international human rights concerns."
Cambodia,1999,De-mining Efforts,"Intensified efforts to remove landmines, with international assistance, significantly reducing the number of landmine casualties and reclaiming safe land for agricultural use."
Cambodia,1999,Environmental Protection,"Establishment of new national parks and protected areas to conserve natural resources and biodiversity, reflecting growing environmental awareness."
Cambodia,1999,Media Expansion,"The media landscape expanded with the introduction of new newspapers and broadcast stations, enhancing freedom of the press and information access."
Cambodia,2000,Millennium Development Goals,"Adoption of the Millennium Development Goals, committing to significant improvements in health, education, and economic development by 2015."
Cambodia,2000,Anti-Corruption Measures,"The government announced new measures to combat corruption, including the creation of anti-corruption bodies and increased scrutiny of public finances."
Cambodia,2000,Information Technology Advancement,"Initiatives to expand access to information technology in education and government services, aiming to boost technological literacy and connectivity."
