Country,Year,FDI Stocks - Outward (% of GDP)
India,2021,6.5515188131081
India,2022,6.4184413731784
India,2005,1.5801660919485
India,2006,2.9156717239567
India,2007,3.7691236831365
India,2008,5.047464454355
India,2009,6.2377293615187
India,2010,5.8709663974337
India,2011,5.8506355513436
India,2012,6.3449812808712
India,2013,6.2511305760501
India,2014,6.4975278511701
India,2015,6.4766616050822
India,2016,6.2903351355354
India,2017,5.9129678481623
India,2018,6.02827610289
India,2019,6.3048745888054
India,2020,7.1423031859435
India,2021,6.5515188131081
India,2022,6.4184413731784
India,2005,1.5801660919485
India,2006,2.9156717239567
India,2007,3.7691236831365
India,2008,5.047464454355
India,2009,6.2377293615187
India,2010,5.8709663974337
India,2011,5.8506355513436
India,2012,6.3449812808712
India,2013,6.2511305760501
India,2014,6.4975278511701
India,2015,6.4766616050822
India,2016,6.2903351355354
India,2017,5.9129678481623
India,2018,6.02827610289
India,2019,6.3048745888054
India,2020,7.1423031859435
India,2021,6.5515188131081
India,2022,6.4184413731784
India,2005,1.5801660919485
India,2006,2.9156717239567
India,2007,3.7691236831365
India,2008,5.047464454355
India,2009,6.2377293615187
India,2010,5.8709663974337
India,2011,5.8506355513436
India,2012,6.3449812808712
India,2013,6.2511305760501
India,2014,6.4975278511701
India,2015,6.4766616050822
India,2016,6.2903351355354
India,2017,5.9129678481623
India,2018,6.02827610289
India,2019,6.3048745888054
India,2020,7.1423031859435
India,2021,6.5515188131081
India,2022,6.4184413731784
India,2005,1.5801660919485
India,2006,2.9156717239567
India,2007,3.7691236831365
India,2008,5.047464454355
India,2009,6.2377293615187
India,2010,5.8709663974337
India,2011,5.8506355513436
India,2012,6.3449812808712
India,2013,6.2511305760501
India,2014,6.4975278511701
India,2015,6.4766616050822
India,2016,6.2903351355354
India,2017,5.9129678481623
India,2018,6.02827610289
India,2019,6.3048745888054
India,2020,7.1423031859435
India,2021,6.5515188131081
India,2022,6.4184413731784
Ireland,2005,49.155346461485
Ireland,2006,51.997583942745
Ireland,2007,55.561591076799
Ireland,2008,61.331714256114
Ireland,2009,124.91716509246
Ireland,2010,153.26215566618
Ireland,2011,138.30843625124
Ireland,2012,183.01936070612
Ireland,2013,224.58494743029
Ireland,2014,238.29163393404
Ireland,2015,311.14208315475
Ireland,2016,286.90502624805
Ireland,2017,292.62261272797
Ireland,2018,247.03426816659
Ireland,2019,278.66948512224
Ireland,2020,279.32984538996
Ireland,2021,282.93550438708
Ireland,2022,222.13660253676
Ireland,2005,49.155346461485
Ireland,2006,51.997583942745
Ireland,2007,55.561591076799
Ireland,2008,61.331714256114
Ireland,2009,124.91716509246
Ireland,2010,153.26215566618
Ireland,2011,138.30843625124
Ireland,2012,183.01936070612
Ireland,2013,224.58494743029
Ireland,2014,238.29163393404
Ireland,2015,311.14208315475
Ireland,2016,286.90502624805
Ireland,2017,292.62261272797
Ireland,2018,247.03426816659
Ireland,2019,278.66948512224
Ireland,2020,279.32984538996
Ireland,2021,282.93550438708
Ireland,2022,222.13660253676
Ireland,2005,49.155346461485
Ireland,2006,51.997583942745
Ireland,2007,55.561591076799
Ireland,2008,61.331714256114
Ireland,2009,124.91716509246
Ireland,2010,153.26215566618
Ireland,2011,138.30843625124
Ireland,2012,183.01936070612
Ireland,2013,224.58494743029
Ireland,2014,238.29163393404
Ireland,2015,311.14208315475
Ireland,2016,286.90502624805
Ireland,2017,292.62261272797
Ireland,2018,247.03426816659
Ireland,2019,278.66948512224
Ireland,2020,279.32984538996
Ireland,2021,282.93550438708
Ireland,2022,222.13660253676
Ireland,2005,49.155346461485
Ireland,2006,51.997583942745
Ireland,2007,55.561591076799
Ireland,2008,61.331714256114
Ireland,2009,124.91716509246
Ireland,2010,153.26215566618
Ireland,2011,138.30843625124
Ireland,2012,183.01936070612
Ireland,2013,224.58494743029
Ireland,2014,238.29163393404
Ireland,2015,311.14208315475
Ireland,2016,286.90502624805
Ireland,2017,292.62261272797
Ireland,2018,247.03426816659
Ireland,2019,278.66948512224
Ireland,2020,279.32984538996
Ireland,2021,282.93550438708
Ireland,2022,222.13660253676
Ireland,2005,49.155346461485
Ireland,2006,51.997583942745
Ireland,2007,55.561591076799
Ireland,2008,61.331714256114
Ireland,2009,124.91716509246
Ireland,2010,153.26215566618
Ireland,2011,138.30843625124
Ireland,2012,183.01936070612
Ireland,2013,224.58494743029
Ireland,2014,238.29163393404
Ireland,2015,311.14208315475
Ireland,2016,286.90502624805
Ireland,2017,292.62261272797
Ireland,2018,247.03426816659
Ireland,2019,278.66948512224
Ireland,2020,279.32984538996
Ireland,2021,282.93550438708
Ireland,2022,222.13660253676
Ireland,2005,49.155346461485
Ireland,2006,51.997583942745
Ireland,2007,55.561591076799
Ireland,2008,61.331714256114
Ireland,2009,124.91716509246
Ireland,2010,153.26215566618
Ireland,2011,138.30843625124
Ireland,2012,183.01936070612
Ireland,2013,224.58494743029
Ireland,2014,238.29163393404
Ireland,2015,311.14208315475
Ireland,2016,286.90502624805
Ireland,2017,292.62261272797
Ireland,2018,247.03426816659
Ireland,2019,278.66948512224
Ireland,2020,279.32984538996
Ireland,2021,282.93550438708
Ireland,2022,222.13660253676
Iceland,2005,59.916510045197
Iceland,2006,80.207087176499
Iceland,2007,116.25326082032
Iceland,2008,52.074239345869
Iceland,2009,77.386520326476
Iceland,2010,83.38454408829
Iceland,2011,75.686893983445
Iceland,2012,83.417607783439
Iceland,2013,58.934100369638
Iceland,2014,47.095384946796
Iceland,2015,43.594944716326
Iceland,2016,29.13565182661
Iceland,2017,21.305751249339
Iceland,2018,19.913251728555
Iceland,2019,21.677020421138
Iceland,2020,24.896145084936
Iceland,2021,20.620804577166
Iceland,2022,16.244515519756
Iceland,2005,59.916510045197
Iceland,2006,80.207087176499
Iceland,2007,116.25326082032
Iceland,2008,52.074239345869
Iceland,2009,77.386520326476
Iceland,2010,83.38454408829
Iceland,2011,75.686893983445
Iceland,2012,83.417607783439
Iceland,2013,58.934100369638
Iceland,2014,47.095384946796
Iceland,2015,43.594944716326
Iceland,2016,29.13565182661
Iceland,2017,21.305751249339
Iceland,2018,19.913251728555
Iceland,2019,21.677020421138
Iceland,2020,24.896145084936
Iceland,2021,20.620804577166
Iceland,2022,16.244515519756
Iceland,2005,59.916510045197
Iceland,2006,80.207087176499
Iceland,2007,116.25326082032
Iceland,2008,52.074239345869
Iceland,2009,77.386520326476
Iceland,2010,83.38454408829
Iceland,2011,75.686893983445
Iceland,2012,83.417607783439
Iceland,2013,58.934100369638
Iceland,2014,47.095384946796
Iceland,2015,43.594944716326
Iceland,2016,29.13565182661
Iceland,2017,21.305751249339
Iceland,2018,19.913251728555
Iceland,2019,21.677020421138
Iceland,2020,24.896145084936
Iceland,2021,20.620804577166
Iceland,2022,16.244515519756
Iceland,2005,59.916510045197
Iceland,2006,80.207087176499
Iceland,2007,116.25326082032
Iceland,2008,52.074239345869
Iceland,2009,77.386520326476
Iceland,2010,83.38454408829
Iceland,2011,75.686893983445
Iceland,2012,83.417607783439
Iceland,2013,58.934100369638
Iceland,2014,47.095384946796
Iceland,2015,43.594944716326
Iceland,2016,29.13565182661
Iceland,2017,21.305751249339
Iceland,2018,19.913251728555
Iceland,2019,21.677020421138
Iceland,2020,24.896145084936
Iceland,2021,20.620804577166
Iceland,2022,16.244515519756
Iceland,2005,59.916510045197
Iceland,2006,80.207087176499
Iceland,2007,116.25326082032
Iceland,2008,52.074239345869
Iceland,2009,77.386520326476
Iceland,2010,83.38454408829
Iceland,2011,75.686893983445
Iceland,2012,83.417607783439
Iceland,2013,58.934100369638
Iceland,2014,47.095384946796
Iceland,2015,43.594944716326
Iceland,2016,29.13565182661
Iceland,2017,21.305751249339
Iceland,2018,19.913251728555
Iceland,2019,21.677020421138
Iceland,2020,24.896145084936
Iceland,2021,20.620804577166
Iceland,2022,16.244515519756
Iceland,2005,59.916510045197
Iceland,2006,80.207087176499
Iceland,2007,116.25326082032
Iceland,2008,52.074239345869
Iceland,2009,77.386520326476
Iceland,2010,83.38454408829
Iceland,2011,75.686893983445
Iceland,2012,83.417607783439
Iceland,2013,58.934100369638
Iceland,2014,47.095384946796
Iceland,2015,43.594944716326
Iceland,2016,29.13565182661
Iceland,2017,21.305751249339
Iceland,2018,19.913251728555
Iceland,2019,21.677020421138
Iceland,2020,24.896145084936
Iceland,2021,20.620804577166
Iceland,2022,16.244515519756
Israel,2005,15.712689169659
Israel,2006,24.778260940786
Israel,2007,27.077030227202
Israel,2008,24.673250177963
Israel,2009,27.035886274386
Israel,2010,28.417451228001
Israel,2011,26.991418669956
Israel,2012,27.599675033489
Israel,2013,26.120968056241
Israel,2014,25.155456193207
Israel,2015,27.977818746509
Israel,2016,29.484300706349
Israel,2017,28.424419782974
Israel,2018,27.956464440433
Israel,2019,26.296995514854
Israel,2020,24.418758285151
Israel,2021,20.294051581548
Israel,2022,19.017360682542
Israel,2005,15.712689169659
Israel,2006,24.778260940786
Israel,2007,27.077030227202
Israel,2008,24.673250177963
Israel,2009,27.035886274386
Israel,2010,28.417451228001
Israel,2011,26.991418669956
Israel,2012,27.599675033489
Israel,2013,26.120968056241
Israel,2014,25.155456193207
Israel,2015,27.977818746509
Israel,2016,29.484300706349
Israel,2017,28.424419782974
Israel,2018,27.956464440433
Israel,2019,26.296995514854
Israel,2020,24.418758285151
Israel,2021,20.294051581548
Israel,2022,19.017360682542
Israel,2005,15.712689169659
Israel,2006,24.778260940786
Israel,2007,27.077030227202
Israel,2008,24.673250177963
Israel,2009,27.035886274386
Israel,2010,28.417451228001
Israel,2011,26.991418669956
Israel,2012,27.599675033489
Israel,2013,26.120968056241
Israel,2014,25.155456193207
Israel,2015,27.977818746509
Israel,2016,29.484300706349
Israel,2017,28.424419782974
Israel,2018,27.956464440433
Israel,2019,26.296995514854
Israel,2020,24.418758285151
Israel,2021,20.294051581548
Israel,2022,19.017360682542
Israel,2005,15.712689169659
Israel,2006,24.778260940786
Israel,2007,27.077030227202
Israel,2008,24.673250177963
Israel,2009,27.035886274386
Israel,2010,28.417451228001
Israel,2011,26.991418669956
Israel,2012,27.599675033489
Israel,2013,26.120968056241
Israel,2014,25.155456193207
Israel,2015,27.977818746509
Israel,2016,29.484300706349
Israel,2017,28.424419782974
Israel,2018,27.956464440433
Israel,2019,26.296995514854
Israel,2020,24.418758285151
Israel,2021,20.294051581548
Israel,2022,19.017360682542
Israel,2005,15.712689169659
Israel,2006,24.778260940786
Israel,2007,27.077030227202
Israel,2008,24.673250177963
Israel,2009,27.035886274386
Israel,2010,28.417451228001
Israel,2011,26.991418669956
Israel,2012,27.599675033489
Israel,2013,26.120968056241
Israel,2014,25.155456193207
Israel,2015,27.977818746509
Israel,2016,29.484300706349
Israel,2017,28.424419782974
Israel,2018,27.956464440433
Israel,2019,26.296995514854
Israel,2020,24.418758285151
Israel,2021,20.294051581548
Israel,2022,19.017360682542
Israel,2005,15.712689169659
Israel,2006,24.778260940786
Israel,2007,27.077030227202
Israel,2008,24.673250177963
Israel,2009,27.035886274386
Israel,2010,28.417451228001
Israel,2011,26.991418669956
Israel,2012,27.599675033489
Israel,2013,26.120968056241
Israel,2014,25.155456193207
Israel,2015,27.977818746509
Israel,2016,29.484300706349
Israel,2017,28.424419782974
Israel,2018,27.956464440433
Israel,2019,26.296995514854
Israel,2020,24.418758285151
Israel,2021,20.294051581548
Israel,2022,19.017360682542
Italy,2005,15.792872036709
Italy,2006,19.436874178337
Italy,2007,18.881897899131
Italy,2008,18.368053896639
Italy,2009,22.110904060922
Italy,2010,22.922799886735
Italy,2011,22.643181428412
Italy,2012,25.634453974884
Italy,2013,24.926468450943
Italy,2014,22.083900474751
Italy,2015,24.861705001718
Italy,2016,24.313423684228
Italy,2017,27.912049344723
Italy,2018,26.499887257433
Italy,2019,27.771943948233
Italy,2020,30.984789476295
Italy,2021,26.572190672014
Italy,2022,27.785135298562
Italy,2005,15.792872036709
Italy,2006,19.436874178337
Italy,2007,18.881897899131
Italy,2008,18.368053896639
Italy,2009,22.110904060922
Italy,2010,22.922799886735
Italy,2011,22.643181428412
Italy,2012,25.634453974884
Italy,2013,24.926468450943
Italy,2014,22.083900474751
Italy,2015,24.861705001718
Italy,2016,24.313423684228
Italy,2017,27.912049344723
Italy,2018,26.499887257433
Italy,2019,27.771943948233
Italy,2020,30.984789476295
Italy,2021,26.572190672014
Italy,2022,27.785135298562
Italy,2005,15.792872036709
Italy,2006,19.436874178337
Italy,2007,18.881897899131
Italy,2008,18.368053896639
Italy,2009,22.110904060922
Italy,2010,22.922799886735
Italy,2011,22.643181428412
Italy,2012,25.634453974884
Italy,2013,24.926468450943
Italy,2014,22.083900474751
Italy,2015,24.861705001718
Italy,2016,24.313423684228
Italy,2017,27.912049344723
Italy,2018,26.499887257433
Italy,2019,27.771943948233
Italy,2020,30.984789476295
Italy,2021,26.572190672014
Italy,2022,27.785135298562
Italy,2005,15.792872036709
Italy,2006,19.436874178337
Italy,2007,18.881897899131
Italy,2008,18.368053896639
Italy,2009,22.110904060922
Italy,2010,22.922799886735
Italy,2011,22.643181428412
Italy,2012,25.634453974884
Italy,2013,24.926468450943
Italy,2014,22.083900474751
Italy,2015,24.861705001718
Italy,2016,24.313423684228
Italy,2017,27.912049344723
Italy,2018,26.499887257433
Italy,2019,27.771943948233
Italy,2020,30.984789476295
Italy,2021,26.572190672014
Italy,2022,27.785135298562
Italy,2005,15.792872036709
Italy,2006,19.436874178337
Italy,2007,18.881897899131
Italy,2008,18.368053896639
Italy,2009,22.110904060922
Italy,2010,22.922799886735
Italy,2011,22.643181428412
Italy,2012,25.634453974884
Italy,2013,24.926468450943
Italy,2014,22.083900474751
Italy,2015,24.861705001718
Italy,2016,24.313423684228
Italy,2017,27.912049344723
Italy,2018,26.499887257433
Italy,2019,27.771943948233
Italy,2020,30.984789476295
Italy,2021,26.572190672014
Italy,2022,27.785135298562
Italy,2005,15.792872036709
Italy,2006,19.436874178337
Italy,2007,18.881897899131
Italy,2008,18.368053896639
Italy,2009,22.110904060922
Italy,2010,22.922799886735
Italy,2011,22.643181428412
Italy,2012,25.634453974884
Italy,2013,24.926468450943
Italy,2014,22.083900474751
Italy,2015,24.861705001718
Italy,2016,24.313423684228
Italy,2017,27.912049344723
Italy,2018,26.499887257433
Italy,2019,27.771943948233
Italy,2020,30.984789476295
Italy,2021,26.572190672014
Italy,2022,27.785135298562
Japan,2005,8.0013249442487
Japan,2006,9.7696735339474
Japan,2007,11.848115263583
Japan,2008,13.322381823868
Japan,2009,14.008245113225
Japan,2010,14.431318471303
Japan,2011,15.335019666228
Japan,2012,16.543997087723
Japan,2013,21.449318621498
Japan,2014,23.52477517807
Japan,2015,27.644228626091
Japan,2016,26.285088342263
Japan,2017,30.370601752343
Japan,2018,31.120865102209
Japan,2019,34.784055591033
Japan,2020,37.332195820353
Japan,2021,38.670235848338
Japan,2022,46.052714069117
Japan,2005,8.0013249442487
Japan,2006,9.7696735339474
Japan,2007,11.848115263583
Japan,2008,13.322381823868
Japan,2009,14.008245113225
Japan,2010,14.431318471303
Japan,2011,15.335019666228
Japan,2012,16.543997087723
Japan,2013,21.449318621498
Japan,2014,23.52477517807
Japan,2015,27.644228626091
Japan,2016,26.285088342263
Japan,2017,30.370601752343
Japan,2018,31.120865102209
Japan,2019,34.784055591033
Japan,2020,37.332195820353
Japan,2021,38.670235848338
Japan,2022,46.052714069117
Japan,2005,8.0013249442487
Japan,2006,9.7696735339474
Japan,2007,11.848115263583
Japan,2008,13.322381823868
Japan,2009,14.008245113225
Japan,2010,14.431318471303
Japan,2011,15.335019666228
Japan,2012,16.543997087723
Japan,2013,21.449318621498
Japan,2014,23.52477517807
Japan,2015,27.644228626091
Japan,2016,26.285088342263
Japan,2017,30.370601752343
Japan,2018,31.120865102209
Japan,2019,34.784055591033
Japan,2020,37.332195820353
Japan,2021,38.670235848338
Japan,2022,46.052714069117
Japan,2005,8.0013249442487
Japan,2006,9.7696735339474
Japan,2007,11.848115263583
Japan,2008,13.322381823868
Japan,2009,14.008245113225
Japan,2010,14.431318471303
Japan,2011,15.335019666228
Japan,2012,16.543997087723
Japan,2013,21.449318621498
Japan,2014,23.52477517807
Japan,2015,27.644228626091
Japan,2016,26.285088342263
Japan,2017,30.370601752343
Japan,2018,31.120865102209
Japan,2019,34.784055591033
Japan,2020,37.332195820353
Japan,2021,38.670235848338
Japan,2022,46.052714069117
Japan,2005,8.0013249442487
Japan,2006,9.7696735339474
Japan,2007,11.848115263583
Japan,2008,13.322381823868
Japan,2009,14.008245113225
Japan,2010,14.431318471303
Japan,2011,15.335019666228
Japan,2012,16.543997087723
Japan,2013,21.449318621498
Japan,2014,23.52477517807
Japan,2015,27.644228626091
Japan,2016,26.285088342263
Japan,2017,30.370601752343
Japan,2018,31.120865102209
Japan,2019,34.784055591033
Japan,2020,37.332195820353
Japan,2021,38.670235848338
Japan,2022,46.052714069117
Japan,2005,8.0013249442487
Japan,2006,9.7696735339474
Japan,2007,11.848115263583
Japan,2008,13.322381823868
Japan,2009,14.008245113225
Japan,2010,14.431318471303
Japan,2011,15.335019666228
Japan,2012,16.543997087723
Japan,2013,21.449318621498
Japan,2014,23.52477517807
Japan,2015,27.644228626091
Japan,2016,26.285088342263
Japan,2017,30.370601752343
Japan,2018,31.120865102209
Japan,2019,34.784055591033
Japan,2020,37.332195820353
Japan,2021,38.670235848338
Japan,2022,46.052714069117
South Korea,2013,17.359303258298
South Korea,2014,16.355244611326
South Korea,2015,18.833066935605
South Korea,2016,19.780289099046
South Korea,2017,21.138221600603
South Korea,2018,22.255066642386
South Korea,2019,26.260474527754
South Korea,2020,29.688987399478
South Korea,2021,31.722656472977
South Korea,2013,17.359303258298
South Korea,2014,16.355244611326
South Korea,2015,18.833066935605
South Korea,2016,19.780289099046
South Korea,2017,21.138221600603
South Korea,2018,22.255066642386
South Korea,2019,26.260474527754
South Korea,2020,29.688987399478
South Korea,2021,31.722656472977
South Korea,2013,17.359303258298
South Korea,2014,16.355244611326
South Korea,2015,18.833066935605
South Korea,2016,19.780289099046
South Korea,2017,21.138221600603
South Korea,2018,22.255066642386
South Korea,2019,26.260474527754
South Korea,2020,29.688987399478
South Korea,2021,31.722656472977
Lithuania,2005,2.8058293515965
Lithuania,2006,3.5854450414018
Lithuania,2007,3.9688008679827
Lithuania,2008,4.403095407839
Lithuania,2009,7.6004873998189
Lithuania,2010,7.1270694605566
Lithuania,2011,7.5341366481366
Lithuania,2012,9.0776049171086
Lithuania,2013,8.7359741379301
Lithuania,2014,7.53348801076
Lithuania,2015,8.857073721107
Lithuania,2016,8.6270777573223
Lithuania,2017,9.0666269019892
Lithuania,2018,8.9963308246632
Lithuania,2019,12.92501173177
Lithuania,2020,18.602596133336
Lithuania,2021,17.288590968453
Lithuania,2022,17.189083260486
Lithuania,2005,2.8058293515965
Lithuania,2006,3.5854450414018
Lithuania,2007,3.9688008679827
Lithuania,2008,4.403095407839
Lithuania,2009,7.6004873998189
Lithuania,2010,7.1270694605566
Lithuania,2011,7.5341366481366
Lithuania,2012,9.0776049171086
Lithuania,2013,8.7359741379301
Lithuania,2014,7.53348801076
Lithuania,2015,8.857073721107
Lithuania,2016,8.6270777573223
Lithuania,2017,9.0666269019892
Lithuania,2018,8.9963308246632
Lithuania,2019,12.92501173177
Lithuania,2020,18.602596133336
Lithuania,2021,17.288590968453
Lithuania,2022,17.189083260486
Lithuania,2005,2.8058293515965
Lithuania,2006,3.5854450414018
Lithuania,2007,3.9688008679827
Lithuania,2008,4.403095407839
Lithuania,2009,7.6004873998189
Lithuania,2010,7.1270694605566
Lithuania,2011,7.5341366481366
Lithuania,2012,9.0776049171086
Lithuania,2013,8.7359741379301
Lithuania,2014,7.53348801076
Lithuania,2015,8.857073721107
Lithuania,2016,8.6270777573223
Lithuania,2017,9.0666269019892
Lithuania,2018,8.9963308246632
Lithuania,2019,12.92501173177
Lithuania,2020,18.602596133336
Lithuania,2021,17.288590968453
Lithuania,2022,17.189083260486
Lithuania,2005,2.8058293515965
Lithuania,2006,3.5854450414018
Lithuania,2007,3.9688008679827
Lithuania,2008,4.403095407839
Lithuania,2009,7.6004873998189
Lithuania,2010,7.1270694605566
Lithuania,2011,7.5341366481366
Lithuania,2012,9.0776049171086
Lithuania,2013,8.7359741379301
Lithuania,2014,7.53348801076
Lithuania,2015,8.857073721107
Lithuania,2016,8.6270777573223
Lithuania,2017,9.0666269019892
Lithuania,2018,8.9963308246632
Lithuania,2019,12.92501173177
Lithuania,2020,18.602596133336
Lithuania,2021,17.288590968453
Lithuania,2022,17.189083260486
Lithuania,2005,2.8058293515965
Lithuania,2006,3.5854450414018
Lithuania,2007,3.9688008679827
Lithuania,2008,4.403095407839
Lithuania,2009,7.6004873998189
Lithuania,2010,7.1270694605566
Lithuania,2011,7.5341366481366
Lithuania,2012,9.0776049171086
Lithuania,2013,8.7359741379301
Lithuania,2014,7.53348801076
Lithuania,2015,8.857073721107
Lithuania,2016,8.6270777573223
Lithuania,2017,9.0666269019892
Lithuania,2018,8.9963308246632
Lithuania,2019,12.92501173177
Lithuania,2020,18.602596133336
Lithuania,2021,17.288590968453
Lithuania,2022,17.189083260486
Lithuania,2005,2.8058293515965
Lithuania,2006,3.5854450414018
Lithuania,2007,3.9688008679827
Lithuania,2008,4.403095407839
Lithuania,2009,7.6004873998189
Lithuania,2010,7.1270694605566
Lithuania,2011,7.5341366481366
Lithuania,2012,9.0776049171086
Lithuania,2013,8.7359741379301
Lithuania,2014,7.53348801076
Lithuania,2015,8.857073721107
Lithuania,2016,8.6270777573223
Lithuania,2017,9.0666269019892
Lithuania,2018,8.9963308246632
Lithuania,2019,12.92501173177
Lithuania,2020,18.602596133336
Lithuania,2021,17.288590968453
Lithuania,2022,17.189083260486
Luxembourg,2012,244.40465814034
Luxembourg,2013,304.09117171741
Luxembourg,2014,257.32730697539
Luxembourg,2015,661.69268816983
Luxembourg,2016,647.01208043202
Luxembourg,2017,481.73387523256
Luxembourg,2018,1835.6392324811
Luxembourg,2019,2156.7534364517
Luxembourg,2020,2604.6527509084
Luxembourg,2021,2248.7777718199
Luxembourg,2022,1967.0451909225
Luxembourg,2012,244.40465814034
Luxembourg,2013,304.09117171741
Luxembourg,2014,257.32730697539
Luxembourg,2015,661.69268816983
Luxembourg,2016,647.01208043202
Luxembourg,2017,481.73387523256
Luxembourg,2018,1835.6392324811
Luxembourg,2019,2156.7534364517
Luxembourg,2020,2604.6527509084
Luxembourg,2021,2248.7777718199
Luxembourg,2022,1967.0451909225
Luxembourg,2012,244.40465814034
Luxembourg,2013,304.09117171741
Luxembourg,2014,257.32730697539
Luxembourg,2015,661.69268816983
Luxembourg,2016,647.01208043202
Luxembourg,2017,481.73387523256
Luxembourg,2018,1835.6392324811
Luxembourg,2019,2156.7534364517
Luxembourg,2020,2604.6527509084
Luxembourg,2021,2248.7777718199
Luxembourg,2022,1967.0451909225
Latvia,2005,1.6442983009382
Latvia,2006,2.2163330690976
Latvia,2007,3.0242114104129
Latvia,2008,2.8765744921748
Latvia,2009,3.3763254028548
Latvia,2010,3.7302078184085
Latvia,2011,3.1187951631508
Latvia,2012,3.9518324811093
Latvia,2013,5.2971247240334
Latvia,2014,5.751663619482
Latvia,2015,6.7409024926718
Latvia,2016,6.8836321150205
Latvia,2017,7.3768385345826
Latvia,2018,6.8040584086712
Latvia,2019,6.309482821015
Latvia,2020,7.397969727503
Latvia,2021,15.17382512224
Latvia,2022,14.945547131505
Latvia,2005,1.6442983009382
Latvia,2006,2.2163330690976
Latvia,2007,3.0242114104129
Latvia,2008,2.8765744921748
Latvia,2009,3.3763254028548
Latvia,2010,3.7302078184085
Latvia,2011,3.1187951631508
Latvia,2012,3.9518324811093
Latvia,2013,5.2971247240334
Latvia,2014,5.751663619482
Latvia,2015,6.7409024926718
Latvia,2016,6.8836321150205
Latvia,2017,7.3768385345826
Latvia,2018,6.8040584086712
Latvia,2019,6.309482821015
Latvia,2020,7.397969727503
Latvia,2021,15.17382512224
Latvia,2022,14.945547131505
Latvia,2005,1.6442983009382
Latvia,2006,2.2163330690976
Latvia,2007,3.0242114104129
Latvia,2008,2.8765744921748
Latvia,2009,3.3763254028548
Latvia,2010,3.7302078184085
Latvia,2011,3.1187951631508
Latvia,2012,3.9518324811093
Latvia,2013,5.2971247240334
Latvia,2014,5.751663619482
Latvia,2015,6.7409024926718
Latvia,2016,6.8836321150205
Latvia,2017,7.3768385345826
Latvia,2018,6.8040584086712
Latvia,2019,6.309482821015
Latvia,2020,7.397969727503
Latvia,2021,15.17382512224
Latvia,2022,14.945547131505
Latvia,2005,1.6442983009382
Latvia,2006,2.2163330690976
Latvia,2007,3.0242114104129
Latvia,2008,2.8765744921748
Latvia,2009,3.3763254028548
Latvia,2010,3.7302078184085
Latvia,2011,3.1187951631508
Latvia,2012,3.9518324811093
Latvia,2013,5.2971247240334
Latvia,2014,5.751663619482
Latvia,2015,6.7409024926718
Latvia,2016,6.8836321150205
Latvia,2017,7.3768385345826
Latvia,2018,6.8040584086712
Latvia,2019,6.309482821015
Latvia,2020,7.397969727503
Latvia,2021,15.17382512224
Latvia,2022,14.945547131505
Latvia,2005,1.6442983009382
Latvia,2006,2.2163330690976
Latvia,2007,3.0242114104129
Latvia,2008,2.8765744921748
Latvia,2009,3.3763254028548
Latvia,2010,3.7302078184085
Latvia,2011,3.1187951631508
Latvia,2012,3.9518324811093
Latvia,2013,5.2971247240334
Latvia,2014,5.751663619482
Latvia,2015,6.7409024926718
Latvia,2016,6.8836321150205
Latvia,2017,7.3768385345826
Latvia,2018,6.8040584086712
Latvia,2019,6.309482821015
Latvia,2020,7.397969727503
Latvia,2021,15.17382512224
Latvia,2022,14.945547131505
Latvia,2005,1.6442983009382
Latvia,2006,2.2163330690976
Latvia,2007,3.0242114104129
Latvia,2008,2.8765744921748
Latvia,2009,3.3763254028548
Latvia,2010,3.7302078184085
Latvia,2011,3.1187951631508
Latvia,2012,3.9518324811093
Latvia,2013,5.2971247240334
Latvia,2014,5.751663619482
Latvia,2015,6.7409024926718
Latvia,2016,6.8836321150205
Latvia,2017,7.3768385345826
Latvia,2018,6.8040584086712
Latvia,2019,6.309482821015
Latvia,2020,7.397969727503
Latvia,2021,15.17382512224
Latvia,2022,14.945547131505
Mexico,2005,6.6483399522737
Mexico,2006,7.7085682354717
Mexico,2007,7.7257639640076
Mexico,2008,5.691077342997
Mexico,2009,9.6043259245351
Mexico,2010,11.341163241257
Mexico,2011,9.9613198920751
Mexico,2012,12.883775525941
Mexico,2013,11.449775774202
Mexico,2014,11.563651459099
Mexico,2015,12.264190137883
Mexico,2016,13.875389304021
Mexico,2017,15.52778050525
Mexico,2018,12.989634531697
Mexico,2019,13.70357679083
Mexico,2020,17.343655305246
Mexico,2021,15.155717693395
Mexico,2022,13.443895502236
Mexico,2005,6.6483399522737
Mexico,2006,7.7085682354717
Mexico,2007,7.7257639640076
Mexico,2008,5.691077342997
Mexico,2009,9.6043259245351
Mexico,2010,11.341163241257
Mexico,2011,9.9613198920751
Mexico,2012,12.883775525941
Mexico,2013,11.449775774202
Mexico,2014,11.563651459099
Mexico,2015,12.264190137883
Mexico,2016,13.875389304021
Mexico,2017,15.52778050525
Mexico,2018,12.989634531697
Mexico,2019,13.70357679083
Mexico,2020,17.343655305246
Mexico,2021,15.155717693395
Mexico,2022,13.443895502236
Mexico,2005,6.6483399522737
Mexico,2006,7.7085682354717
Mexico,2007,7.7257639640076
Mexico,2008,5.691077342997
Mexico,2009,9.6043259245351
Mexico,2010,11.341163241257
Mexico,2011,9.9613198920751
Mexico,2012,12.883775525941
Mexico,2013,11.449775774202
Mexico,2014,11.563651459099
Mexico,2015,12.264190137883
Mexico,2016,13.875389304021
Mexico,2017,15.52778050525
