Country,Year,Total Labour Force
Costa Rica,2015,2276.104
Costa Rica,2016,2206.179
Costa Rica,2017,2255.847
Costa Rica,2018,2359.644
Costa Rica,2019,2464.956
Costa Rica,2020,2406.532
Costa Rica,2021,2440.771
Costa Rica,2022,2454.023
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Czechia,1990,5034.0
Czechia,1991,5039.0
Czechia,1992,4812.0
Czechia,1993,5022.574
Czechia,1994,5084.186
Czechia,1995,5116.057
Czechia,1996,5116.001
Czechia,1997,5132.689
Czechia,1998,5153.424
Czechia,1999,5166.2
Czechia,2000,5134.125
Czechia,2001,5100.075
Czechia,2002,5104.4
Czechia,2003,5099.525
Czechia,2004,5116.275
Czechia,2005,5174.2
Czechia,2006,5199.725
Czechia,2007,5198.525
Czechia,2008,5232.3
Czechia,2009,5286.45
Czechia,2010,5268.6
Czechia,2011,5223.225
Czechia,2012,5256.8
Czechia,2013,5306.0
Czechia,2014,5297.725
Czechia,2015,5309.85
Czechia,2016,5349.775
Czechia,2017,5376.825
Czechia,2018,5415.1
Czechia,2019,5411.925
Czechia,2020,5371.95
Czechia,2021,5363.875
Czechia,2022,5293.4
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Germany,1990,30771.0
Germany,1991,39577.0
Germany,1992,39490.0
Germany,1993,39557.0
Germany,1994,39492.0
Germany,1995,39376.0
Germany,1996,39550.0
Germany,1997,39804.0
Germany,1998,40133.0
Germany,1999,39614.35
Germany,2000,39531.61
Germany,2001,39682.3
Germany,2002,39727.25
Germany,2003,39827.39
Germany,2004,40032.62
Germany,2005,40931.95
Germany,2006,41417.5
Germany,2007,41589.3
Germany,2008,41676.88
Germany,2009,41698.85
Germany,2010,40837.23
Germany,2011,41184.65
Germany,2012,41350.35
Germany,2013,41711.55
Germany,2014,41959.43
Germany,2015,42158.27
Germany,2016,43039.18
Germany,2017,43282.65
Germany,2018,43380.65
Germany,2019,43771.35
Germany,2020,43516.7
Germany,2021,42960.63
Germany,2022,43905.07
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Denmark,1990,2897.5
Denmark,1991,2898.9
Denmark,1992,2898.2
Denmark,1993,2875.1
Denmark,1994,2758.7
Denmark,1995,2799.0
Denmark,1996,2822.0
Denmark,1997,2855.0
Denmark,1998,2848.0
Denmark,1999,2859.475
Denmark,2000,2844.85
Denmark,2001,2869.5
Denmark,2002,2854.425
Denmark,2003,2862.175
Denmark,2004,2897.825
Denmark,2005,2892.075
Denmark,2006,2919.125
Denmark,2007,2914.45
Denmark,2008,2913.475
Denmark,2009,2905.1
Denmark,2010,2884.85
Denmark,2011,2883.575
Denmark,2012,2868.5
Denmark,2013,2846.45
Denmark,2014,2862.125
Denmark,2015,2890.475
Denmark,2016,2936.075
Denmark,2017,2961.25
Denmark,2018,2985.475
Denmark,2019,3029.675
Denmark,2020,3022.75
Denmark,2021,3054.15
Denmark,2022,3133.35
Spain,1990,15378.8
Spain,1991,15515.0
Spain,1992,15613.3
Spain,1993,15794.4
Spain,1994,16048.7
Spain,1995,16175.7
