country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
131,2006,2006,17,3,0.9571333333333333,1,3.17428,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0,78
131,2006,2006,16,3,0.9473333333333334,1,3.0684,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0,78
62,2006,2006,16,3,0.93302,1,3.059812,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0,78
22,2006,2007,15,3,0.9372533333333334,1,2.962352,"['Social Sector', 'Human Rights Development']",0,78
206,2006,2007,17,2,0.9662,1,2.8797200000000003,"['Social Sector', 'Human Rights Development']",0,78
45,2006,2007,17,2,0.96528,1,2.8791680000000004,"['Social Sector', 'Human Rights Development']",0,78
152,2006,2006,17,2,0.9629000000000001,1,2.87774,"['Finance Economy Sector', 'Human Rights Development']",0,78
147,2006,2006,17,2,0.96273,1,2.877638,"['Finance Economy Sector', 'Human Rights Development']",0,78
206,2006,2006,17,2,0.959965,1,2.875979,"['Social Sector', 'Human Rights Development']",0,78
113,2006,2007,17,2,0.959645,1,2.8757870000000003,"['Social Sector', 'Human Rights Development']",0,78
29,2006,2006,17,2,0.957935,1,2.8747610000000003,"['Finance Economy Sector', 'Social Sector']",0,78
131,2006,2007,17,2,0.9561999999999999,1,2.87372,"['Social Sector', 'Human Rights Development']",0,78
221,2006,2007,17,2,0.95505,1,2.87303,"['Social Sector', 'Human Rights Development']",0,78
147,2006,2007,17,2,0.953835,1,2.872301,"['Finance Economy Sector', 'Human Rights Development']",0,78
62,2006,2006,17,2,0.95356,1,2.8721360000000002,"['Finance Economy Sector', 'Human Rights Development']",0,78
211,2006,2007,17,2,0.9513199999999999,1,2.8707920000000002,"['Social Sector', 'Human Rights Development']",0,78
219,2006,2006,17,2,0.9485049999999999,1,2.869103,"['Social Sector', 'Human Rights Development']",0,78
243,2006,2007,17,2,0.9483950000000001,1,2.8690370000000005,"['Sovereignty', 'Human Rights Development']",0,78
54,2006,2007,17,2,0.947855,1,2.8687130000000005,"['Social Sector', 'Human Rights Development']",0,78
167,2006,2007,17,2,0.946785,1,2.8680710000000005,"['Social Sector', 'Human Rights Development']",0,78
101,2006,2006,17,2,0.946455,1,2.8678730000000003,"['Social Sector', 'Human Rights Development']",0,78
102,2006,2006,17,2,0.9462900000000001,1,2.8677740000000003,"['Social Sector', 'Human Rights Development']",0,78
18,2006,2007,17,2,0.94573,1,2.8674380000000004,"['Sovereignty', 'Human Rights Development']",0,78
142,2006,2006,17,2,0.94407,1,2.866442,"['Social Sector', 'Human Rights Development']",0,78
243,2006,2006,17,2,0.94354,1,2.866124,"['Sovereignty', 'Human Rights Development']",0,78
22,2006,2007,14,3,0.9415766666666666,1,2.8649459999999998,"['Social Sector', 'Human Rights Development']",0,78
126,2006,2006,17,2,0.9414750000000001,1,2.864885,"['Social Sector', 'Human Rights Development']",0,78
195,2006,2006,17,2,0.9412400000000001,1,2.8647440000000004,"['Social Sector', 'Human Rights Development']",0,78
93,2006,2007,17,2,0.93998,1,2.8639880000000004,"['Finance Economy Sector', 'Human Rights Development']",0,78
22,2006,2007,17,2,0.93986,1,2.863916,"['Social Sector', 'Human Rights Development']",0,78
202,2006,2006,17,2,0.93564,1,2.861384,"['Finance Economy Sector', 'Human Rights Development']",0,78
54,2006,2006,17,2,0.9328700000000001,1,2.8597220000000005,"['Social Sector', 'Human Rights Development']",0,78
74,2006,2006,17,2,0.930515,1,2.858309,"['Sovereignty', 'Human Rights Development']",0,78
120,2006,2006,17,2,0.92862,1,2.8571720000000003,"['Sovereignty', 'Human Rights Development']",0,78
15,2006,2007,17,2,0.927465,1,2.856479,"['Social Sector', 'Human Rights Development']",0,78
150,2006,2007,17,2,0.92268,1,2.8536080000000004,"['Social Sector', 'Human Rights Development']",0,78
