country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
147,1991,1991,25,2,0.9719128571428571,2,3.683147714285714,['Unknown'],0,69
147,1991,1992,25,2,0.9562680952380953,2,3.6737608571428573,['Unknown'],0,69
3,1991,1992,25,2,0.955645,2,3.673387,['Unknown'],0,69
3,1991,1991,25,2,0.95098,2,3.670588,['Unknown'],0,69
173,1991,1993,25,2,0.941995,2,3.665197,['Unknown'],0,69
238,1991,1995,25,2,0.9363949999999999,2,3.6618370000000002,['Unknown'],0,69
101,1991,1997,25,2,0.9361700000000001,2,3.661702,['Unknown'],0,69
39,1991,1991,25,2,0.9285349999999999,2,3.657121,['Unknown'],0,69
238,1991,1994,25,2,0.92655,2,3.65593,['Unknown'],0,69
39,1991,1992,25,2,0.9192750000000001,2,3.651565,['Unknown'],0,69
197,2000,2000,22,2,0.95017,1,3.370102,['Military Sector'],0,69
215,2000,2000,22,2,0.9430350000000001,1,3.3658210000000004,['Military Sector'],0,69
163,2000,2001,22,2,0.940115,1,3.364069,['Military Sector'],0,69
199,2000,2001,22,2,0.937705,1,3.362623,['Military Sector'],0,69
183,2000,2001,22,2,0.93411,1,3.360466,['Military Sector'],0,69
183,2000,2000,22,2,0.930315,1,3.3581890000000003,['Military Sector'],0,69
144,2000,2000,22,2,0.9242999999999999,1,3.3545800000000003,['Military Sector'],0,69
199,2000,2000,22,2,0.912445,1,3.347467,['Military Sector'],0,69
28,2000,2002,21,2,0.96486,1,3.278916,['Military Sector'],0,69
197,2000,2000,21,2,0.9507650000000001,1,3.2704590000000002,['Military Sector'],0,69
163,2000,2001,21,2,0.9495150000000001,1,3.269709,['Military Sector'],0,69
215,2000,2000,21,2,0.9477,1,3.2686200000000003,['Military Sector'],0,69
183,2000,2001,21,2,0.93794,1,3.262764,['Military Sector'],0,69
199,2000,2001,21,2,0.93636,1,3.261816,['Military Sector'],0,69
215,2000,2001,21,2,0.9347650000000001,1,3.260859,['Military Sector'],0,69
183,2000,2000,21,2,0.934015,1,3.260409,['Military Sector'],0,69
183,2000,2002,21,2,0.925055,1,3.255033,['Military Sector'],0,69
144,2000,2000,21,2,0.92347,1,3.2540820000000004,['Military Sector'],0,69
206,2000,2002,21,2,0.923095,1,3.253857,['Military Sector'],0,69
63,2000,2002,21,2,0.9202250000000001,1,3.252135,['Military Sector'],0,69
197,2000,2002,21,2,0.917835,1,3.2507010000000003,['Military Sector'],0,69
28,2000,2003,20,2,0.9690399999999999,1,3.181424,['Military Sector'],0,69
28,2000,2002,20,2,0.96414,1,3.178484,['Military Sector'],0,69
163,2000,2001,20,2,0.95558,1,3.173348,['Military Sector'],0,69
197,2000,2000,20,2,0.9524600000000001,1,3.171476,['Military Sector'],0,69
215,2000,2000,20,2,0.9479500000000001,1,3.1687700000000003,['Military Sector'],0,69
183,2000,2001,20,2,0.94449,1,3.166694,['Military Sector'],0,69
215,2000,2001,20,2,0.9424250000000001,1,3.165455,['Military Sector'],0,69
63,2000,2003,20,2,0.938015,1,3.162809,['Military Sector'],0,69
183,2000,2000,20,2,0.93671,1,3.162026,['Military Sector'],0,69
199,2000,2001,20,2,0.9359200000000001,1,3.1615520000000004,['Military Sector'],0,69
197,2000,2002,20,2,0.9347099999999999,1,3.160826,['Military Sector'],0,69
216,2000,2000,20,2,0.934685,1,3.160811,['Military Sector'],0,69
206,2000,2002,20,2,0.9331499999999999,1,3.15989,['Military Sector'],0,69
183,2000,2002,20,2,0.931635,1,3.158981,['Military Sector'],0,69
215,2000,2002,20,2,0.92476,1,3.154856,['Military Sector'],0,69
210,2000,2000,20,2,0.92245,1,3.15347,['Military Sector'],0,69
144,2000,2000,20,2,0.9215450000000001,1,3.152927,['Military Sector'],0,69
206,2000,2003,20,2,0.91981,1,3.151886,['Military Sector'],0,69
63,2000,2002,20,2,0.919495,1,3.151697,['Military Sector'],0,69
28,2000,2004,19,2,0.970145,1,3.082087,['Military Sector'],0,69
28,2000,2003,19,2,0.968125,1,3.080875,['Military Sector'],0,69
28,2000,2002,19,2,0.96473,1,3.078838,['Military Sector'],0,69
197,2000,2000,19,2,0.95863,1,3.075178,['Military Sector'],0,69
163,2000,2001,19,2,0.95715,1,3.07429,['Military Sector'],0,69
183,2000,2001,19,2,0.94942,1,3.069652,['Military Sector'],0,69
215,2000,2000,19,2,0.94693,1,3.068158,['Military Sector'],0,69
215,2000,2001,19,2,0.943395,1,3.066037,['Military Sector'],0,69
183,2000,2002,19,2,0.942265,1,3.065359,['Military Sector'],0,69
206,2000,2002,19,2,0.939205,1,3.063523,['Military Sector'],0,69
63,2000,2003,19,2,0.938235,1,3.062941,['Military Sector'],0,69
199,2000,2001,19,2,0.9378599999999999,1,3.062716,['Military Sector'],0,69
215,2000,2002,19,2,0.936375,1,3.061825,['Military Sector'],0,69
197,2000,2002,19,2,0.936025,1,3.0616149999999998,['Military Sector'],0,69
183,2000,2000,19,2,0.935365,1,3.061219,['Military Sector'],0,69
216,2000,2000,19,2,0.9350499999999999,1,3.0610299999999997,['Military Sector'],0,69
206,2000,2003,19,2,0.93475,1,3.06085,['Military Sector'],0,69
216,2000,2001,19,2,0.934345,1,3.060607,['Military Sector'],0,69
63,2000,2004,19,2,0.929145,1,3.057487,['Military Sector'],0,69
56,2000,2001,19,2,0.92333,1,3.053998,['Military Sector'],0,69
197,2000,2003,19,2,0.92121,1,3.052726,['Military Sector'],0,69
215,2000,2003,19,2,0.920625,1,3.052375,['Military Sector'],0,69
63,2000,2002,19,2,0.91876,1,3.051256,['Military Sector'],0,69
144,2000,2000,19,2,0.91859,1,3.051154,['Military Sector'],0,69
156,2000,2000,19,2,0.913655,1,3.048193,['Military Sector'],0,69
206,2006,2006,13,4,0.905905,1,3.043543,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,69
28,2000,2004,18,2,0.970275,1,2.9821649999999997,['Military Sector'],0,69
28,2000,2003,18,2,0.967705,1,2.980623,['Military Sector'],0,69
28,2000,2002,18,2,0.96349,1,2.978094,['Military Sector'],0,69
163,2000,2001,18,2,0.958335,1,2.975001,['Military Sector'],0,69
197,2000,2000,18,2,0.95728,1,2.974368,['Military Sector'],0,69
183,2000,2002,18,2,0.950455,1,2.9702729999999997,['Military Sector'],0,69
183,2000,2001,18,2,0.948775,1,2.969265,['Military Sector'],0,69
215,2000,2000,18,2,0.94565,1,2.96739,['Military Sector'],0,69
