country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
45,1991,1991,31,2,0.9472149999999999,2,4.2683290000000005,['Unknown'],0,94,0,,,
45,1991,1991,29,2,0.9453849999999999,2,4.0672310000000005,['Unknown'],0,94,0,,,
50,1991,1996,26,2,0.9496300000000001,2,3.769778,['Unknown'],0,94,0,,,
45,1991,1991,26,2,0.9404049999999999,2,3.764243,['Unknown'],0,94,0,,,
78,1991,1995,26,2,0.9160999999999999,2,3.74966,['Unknown'],0,94,0,,,
122,2006,2007,17,3,0.9286099999999999,1,3.157166,"['Human Rights Development', 'Social Sector']",0,94,0,,,
68,2006,2007,17,3,0.9282033333333333,1,3.156922,"['Human Rights Development', 'Social Sector']",0,94,0,,,
222,2006,2010,14,4,0.9225224999999999,1,3.1535135,"['Human Rights Development', 'Social Sector']",0,94,0,,,
204,2006,2008,16,3,0.9447599999999999,1,3.066856,"['Human Rights Development', 'Social Sector']",0,94,0,,,
122,2006,2008,16,3,0.9377866666666668,1,3.062672,"['Human Rights Development', 'Social Sector']",0,94,0,,,
122,2006,2007,16,3,0.9260266666666667,1,3.055616,"['Human Rights Development', 'Social Sector']",0,94,0,,,
222,2006,2008,16,3,0.9244,1,3.05464,"['Human Rights Development', 'Social Sector']",0,94,0,,,
68,2006,2007,16,3,0.9171699999999999,1,3.050302,"['Human Rights Development', 'Social Sector']",0,94,0,,,
89,1991,1993,18,2,0.9795999999999999,2,2.9877599999999997,['Unknown'],0,94,0,,,
159,1991,2004,18,2,0.96699,2,2.980194,['Unknown'],0,94,0,,,
167,1991,2001,18,2,0.9661949999999999,2,2.979717,['Unknown'],0,94,0,,,
196,1991,1992,18,2,0.9658950000000001,2,2.9795369999999997,['Unknown'],0,94,0,,,
196,1991,1991,18,2,0.9653449999999999,2,2.9792069999999997,['Unknown'],0,94,0,,,
103,1991,2004,18,2,0.964925,2,2.978955,['Unknown'],0,94,0,,,
196,1991,1993,18,2,0.9633900000000001,2,2.978034,['Unknown'],0,94,0,,,
89,1991,1992,18,2,0.9628349999999999,2,2.9777009999999997,['Unknown'],0,94,0,,,
167,1991,2000,18,2,0.9620799999999999,2,2.977248,['Unknown'],0,94,0,,,
167,1991,2002,18,2,0.9613949999999999,2,2.9768369999999997,['Unknown'],0,94,0,,,
89,1991,1991,18,2,0.9613150000000001,2,2.976789,['Unknown'],0,94,0,,,
89,1991,1994,18,2,0.9605650000000001,2,2.976339,['Unknown'],0,94,0,,,
78,1991,1997,18,2,0.954415,2,2.9726489999999997,['Unknown'],0,94,0,,,
103,1991,2003,18,2,0.9534800000000001,2,2.972088,['Unknown'],0,94,0,,,
35,1991,2004,18,2,0.9533999999999999,2,2.97204,['Unknown'],0,94,0,,,
137,1991,2002,18,2,0.95275,2,2.97165,['Unknown'],0,94,0,,,
50,1991,2002,18,2,0.9498266666666667,2,2.969896,['Unknown'],0,94,0,,,
50,1991,2001,18,2,0.9485133333333333,2,2.969108,['Unknown'],0,94,0,,,
196,1991,1994,18,2,0.947875,2,2.968725,['Unknown'],0,94,0,,,
78,1991,1996,18,2,0.94755,2,2.96853,['Unknown'],0,94,0,,,
167,1991,2003,18,2,0.946805,2,2.968083,['Unknown'],0,94,0,,,
50,1991,1997,18,2,0.94452,2,2.966712,['Unknown'],0,94,0,,,
137,1991,2004,18,2,0.9444149999999999,2,2.966649,['Unknown'],0,94,0,,,
119,1991,2003,18,2,0.9442435294117648,2,2.966546117647059,['Unknown'],0,94,0,,,
50,1991,1998,18,2,0.9433966666666667,2,2.9660379999999997,['Unknown'],0,94,0,,,
78,1991,1998,18,2,0.943335,2,2.966001,['Unknown'],0,94,0,,,
50,1991,2000,18,2,0.9415366666666666,2,2.9649219999999996,['Unknown'],0,94,0,,,
122,2006,2008,15,3,0.9406166666666667,1,2.9643699999999997,"['Human Rights Development', 'Social Sector']",0,94,0,,,
69,1991,2004,18,2,0.9405300000000001,2,2.964318,['Unknown'],0,94,0,,,
204,2006,2008,15,3,0.9400733333333333,1,2.964044,"['Human Rights Development', 'Social Sector']",0,94,0,,,
167,1991,2004,18,2,0.93957,2,2.963742,['Unknown'],0,94,0,,,
159,1991,2003,18,2,0.9391849999999999,2,2.963511,['Unknown'],0,94,0,,,
119,1991,2004,18,2,0.9384541176470589,2,2.9630724705882354,['Unknown'],0,94,0,,,
117,1991,1992,18,2,0.937185,2,2.9623109999999997,['Unknown'],0,94,0,,,
6,1991,1999,18,2,0.9356300000000001,2,2.961378,['Unknown'],0,94,0,,,
117,1991,1993,18,2,0.935595,2,2.961357,['Unknown'],0,94,0,,,
159,1991,2002,18,2,0.9355550000000001,2,2.9613329999999998,['Unknown'],0,94,0,,,
50,1991,1999,18,2,0.9349933333333333,2,2.9609959999999997,['Unknown'],0,94,0,,,
11,1991,2001,18,2,0.934215,2,2.9605289999999997,['Unknown'],0,94,0,,,
119,1991,2002,18,2,0.9332241176470588,2,2.959934470588235,['Unknown'],0,94,0,,,
43,1991,1997,18,2,0.932635,2,2.959581,['Unknown'],0,94,0,,,
6,1991,2000,18,2,0.930635,2,2.958381,['Unknown'],0,94,0,,,
43,1991,1996,18,2,0.930275,2,2.9581649999999997,['Unknown'],0,94,0,,,
6,1991,1998,18,2,0.9279249999999999,2,2.956755,['Unknown'],0,94,0,,,
43,1991,1998,18,2,0.9279149999999999,2,2.956749,['Unknown'],0,94,0,,,
43,1991,1994,18,2,0.9273199999999999,2,2.9563919999999997,['Unknown'],0,94,0,,,
43,1991,1999,18,2,0.927065,2,2.956239,['Unknown'],0,94,0,,,
122,2006,2009,15,3,0.9261866666666667,1,2.955712,"['Human Rights Development', 'Social Sector']",0,94,0,,,
204,2006,2009,15,3,0.92593,1,2.955558,"['Human Rights Development', 'Social Sector']",0,94,0,,,
222,2006,2009,15,3,0.92548,1,2.955288,"['Human Rights Development', 'Social Sector']",0,94,0,,,
43,1991,1995,18,2,0.925385,2,2.955231,['Unknown'],0,94,0,,,
78,1991,1995,18,2,0.924925,2,2.954955,['Unknown'],0,94,0,,,
122,2006,2007,15,3,0.9244633333333333,1,2.954678,"['Human Rights Development', 'Social Sector']",0,94,0,,,
11,1991,2000,18,2,0.9222249999999999,2,2.953335,['Unknown'],0,94,0,,,
103,1991,2002,18,2,0.92147,2,2.952882,['Unknown'],0,94,0,,,
117,1991,1991,18,2,0.9157500000000001,2,2.9494499999999997,['Unknown'],0,94,0,,,
43,1991,1993,18,2,0.9157,2,2.94942,['Unknown'],0,94,0,,,
204,2006,2007,17,2,0.96406,1,2.878436,['Social Sector'],0,94,0,,,
54,2006,2007,17,2,0.951815,1,2.8710890000000004,['Social Sector'],0,94,0,,,
122,2006,2008,14,3,0.94467,1,2.866802,"['Human Rights Development', 'Social Sector']",0,94,0,,,
54,2006,2006,17,2,0.943395,1,2.8660370000000004,['Social Sector'],0,94,0,,,
122,2006,2009,14,3,0.9331333333333333,1,2.8598799999999995,"['Human Rights Development', 'Social Sector']",0,94,0,,,
122,2006,2007,14,3,0.9323766666666667,1,2.859426,"['Human Rights Development', 'Social Sector']",0,94,0,,,
199,2006,2007,17,2,0.929915,1,2.8579490000000005,"['Human Rights Development', 'Social Sector']",0,94,0,,,
108,2006,2007,17,2,0.92738,1,2.856428,['Social Sector'],0,94,0,,,
250,2006,2007,17,2,0.92737,1,2.8564220000000002,"['Human Rights Development', 'Social Sector']",0,94,0,,,
222,2006,2007,17,2,0.921135,1,2.8526810000000005,['Social Sector'],0,94,0,,,
198,2006,2009,14,3,0.91567,1,2.8494019999999995,"['Human Rights Development', 'Social Sector']",0,94,0,,,
141,2006,2007,17,2,0.915435,1,2.8492610000000003,['Social Sector'],0,94,0,,,
222,2006,2009,14,3,0.9122766666666666,1,2.8473659999999996,"['Human Rights Development', 'Social Sector']",0,94,0,,,
203,2006,2007,17,2,0.904565,1,2.8427390000000003,"['Human Rights Development', 'Social Sector']",0,94,0,,,
250,2006,2008,16,2,0.959165,1,2.775499,"['Human Rights Development', 'Social Sector']",0,94,0,,,
204,2006,2007,16,2,0.95721,1,2.7743260000000003,['Social Sector'],0,94,0,,,
54,2006,2008,16,2,0.95579,1,2.773474,['Social Sector'],0,94,0,,,
93,2006,2008,16,2,0.9502200000000001,1,2.7701320000000003,['Human Rights Development'],0,94,0,,,
122,2006,2008,13,3,0.9472833333333334,1,2.76837,"['Human Rights Development', 'Social Sector']",0,94,0,,,
54,2006,2007,16,2,0.9442649999999999,1,2.766559,['Social Sector'],0,94,0,,,
54,2006,2006,16,2,0.9345349999999999,1,2.760721,['Social Sector'],0,94,0,,,
37,2006,2008,16,2,0.9329149999999999,1,2.7597490000000002,"['Human Rights Development', 'Social Sector']",0,94,0,,,
203,2006,2011,13,3,0.9318633333333333,1,2.759118,"['Human Rights Development', 'Social Sector']",0,94,0,,,
199,2006,2008,16,2,0.93123,1,2.758738,"['Human Rights Development', 'Social Sector']",0,94,0,,,
56,2006,2008,16,2,0.93021,1,2.7581260000000003,['Social Sector'],0,94,0,,,
28,2006,2008,16,2,0.929095,1,2.757457,['Social Sector'],0,94,0,,,
