country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,overall_event_correlation_score,detailed_event_correlation_scores,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
167,1991,1994,25,2,0.9338,2,3.66028,['Unknown'],0.0,,6,0,,,
167,1991,1993,25,2,0.92339,2,3.6540340000000002,['Unknown'],0.0,,6,0,,,
159,1991,1997,25,2,0.91175,2,3.64705,['Unknown'],0.0,,6,0,,,
50,1990,1999,22,2,0.9054878947368422,2,3.3432927368421055,['Unknown'],0.0,,6,0,,,
119,1991,1994,19,2,0.9506100000000001,1,3.070366,['Unknown'],0.0,,6,0,,,
103,1990,2001,19,2,0.9421483333333334,2,3.065289,['Unknown'],0.0,,6,0,,,
50,1990,1999,19,2,0.9187210344827587,2,3.051232620689655,['Unknown'],0.0,,6,0,,,
119,1991,1994,18,2,0.9666290476190476,1,2.9799774285714284,['Unknown'],0.0,,6,0,,,
50,1990,1999,18,2,0.9390731034482759,2,2.9634438620689654,['Unknown'],0.0,,6,0,,,
103,1990,2001,18,2,0.9351333333333334,2,2.96108,['Unknown'],0.0,,6,0,,,
50,1990,2001,18,2,0.9313525,2,2.9588115,['Unknown'],0.0,,6,0,,,
119,1991,1994,17,2,0.9718595238095238,1,2.8831157142857147,['Unknown'],0.0,,6,0,,,
131,2006,2006,17,2,0.96792,1,2.880752,"['Sovereignty', 'Human Rights Development']",0.0,,6,0,,,
170,2006,2007,17,2,0.95943,1,2.8756580000000005,"['Sovereignty', 'Social Sector']",0.0,,6,0,,,
170,2006,2006,17,2,0.954995,1,2.8729970000000002,"['Sovereignty', 'Social Sector']",0.0,,6,0,,,
239,2006,2006,17,2,0.948285,1,2.868971,"['Sovereignty', 'Human Rights Development']",0.0,,6,0,,,
113,2006,2006,17,2,0.94616,1,2.8676960000000005,"['Sovereignty', 'Social Sector']",0.0,,6,0,,,
54,2006,2006,17,2,0.934375,1,2.860625,"['Sovereignty', 'Human Rights Development']",0.0,,6,0,,,
