country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,Power
58,1970,1970,40,1,0.99411,4.896466
74,1970,1970,40,1,0.994,4.8964
73,1970,1970,40,1,0.99311,4.895866
153,1970,1970,40,1,0.99246,4.8954759999999995
21,1970,1970,40,1,0.99216,4.895296
143,1970,1970,40,1,0.99169,4.895014
210,1970,1970,40,1,0.99161,4.894966
14,1970,1970,40,1,0.99136,4.894816
107,1970,1970,40,1,0.98943,4.893658
147,1970,1970,40,1,0.98883,4.893298
215,1970,1970,40,1,0.98769,4.892614
40,1970,1970,40,1,0.9872,4.89232
76,1970,1970,40,1,0.98677,4.892062
84,1970,1970,40,1,0.98639,4.891833999999999
40,1970,1969,40,1,0.98563,4.891378
177,1970,1970,40,1,0.98541,4.891246
134,1970,1970,40,1,0.98534,4.891204
89,1970,1960,40,1,0.98489,4.890934
155,1970,1970,40,1,0.9847,4.89082
147,1970,1971,40,1,0.98391,4.890346
58,1970,1969,40,1,0.98367,4.8902019999999995
74,1970,1971,40,1,0.98318,4.889908
21,1970,1971,40,1,0.98311,4.889866
153,1970,1969,40,1,0.98306,4.889836
58,1970,1971,40,1,0.98298,4.889787999999999
14,1970,1971,40,1,0.98286,4.889716
73,1970,1969,40,1,0.98284,4.889704
40,1970,1971,40,1,0.98216,4.889296
13,1970,1970,40,1,0.98179,4.889074
210,1970,1969,40,1,0.98164,4.888984
134,1970,1971,40,1,0.98133,4.8887979999999995
29,1970,1970,40,1,0.98093,4.888558
74,1970,1969,40,1,0.98092,4.888552
206,1970,1970,40,1,0.98082,4.888491999999999
153,1970,1971,40,1,0.98053,4.888318
125,1970,1970,40,1,0.98051,4.888306
13,1970,1971,40,1,0.98045,4.8882699999999994
165,1970,1970,40,1,0.98042,4.888252
210,1970,1971,40,1,0.98038,4.888228
227,1970,1970,40,1,0.98002,4.888012
40,1970,1968,40,1,0.97995,4.88797
221,1970,1973,40,1,0.97916,4.887496
223,1970,1970,40,1,0.97902,4.887411999999999
127,1970,1970,40,1,0.979,4.8873999999999995
221,1970,1974,40,1,0.97878,4.887268
29,1970,1971,40,1,0.97877,4.887262
206,1970,1971,40,1,0.97873,4.887238
76,1970,1969,40,1,0.97856,4.887136
227,1970,1971,40,1,0.97827,4.886962
21,1970,1969,40,1,0.97825,4.88695
104,1970,1983,40,1,0.97822,4.886932
99,1970,1969,40,1,0.97819,4.886914
143,1970,1971,40,1,0.97815,4.886889999999999
