unique_id,org_fk,main_name_fk,index_name_fk,version_fk,country_a_id_fk,country_b_id_fk,pattern_length_fk,correlation,start_year_a_fk,index_values_a,start_year_b_fk,index_values_b,creation_date
2511217,The Fund For Peace,Fragile State Index,C3: Group Grievance,2023,110,177,16,0.95869,2006,"3.8,3.8,3.8,3.8,3.6,3.9,3.8,3.8,4.1,4.2,3.9,3.7,3.4000000000000004,3.1,2.8000000000000003,2.5",2007,"2.5,2.5,2.6,2.6,2.5,2.3,2.3,2.3,2.6,2.7,2.5,2.2,1.9,1.6,1.3,1.0",2023-12-15 14:21:26
3418856,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,177,16,0.93099,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4,1.9",2007,"3.9,3.6,3.9,3.7,3.6,3.7,3.4,3.2,2.9,2.7,2.5,2.2,1.9,1.670241987450679,2.0,2.3",2023-12-16 17:14:27
4945896,The Fund For Peace,Fragile State Index,P1: State Legitimacy,2023,110,177,16,0.94551,2006,"1.8,1.8,1.8,2.0,1.8,2.0,2.5,2.2,2.0,1.7,1.4,1.2,0.8999999999999999,0.9,0.6009723264075552,0.5",2007,"1.5,1.5,1.6,1.9,1.6,2.0,2.1,2.3,1.8,1.8,1.6,1.3,1.0,0.8197920437077559,0.8,0.8",2023-12-18 15:44:25
2331642,The Fund For Peace,Fragile State Index,C2: Factionalized Elites,2023,110,34,16,0.96873,2006,"1.3,1.3,1.7,2.0,2.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6",2006,"4.1,3.9,3.9,4.6,4.6,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3",2023-12-15 10:46:39
2872945,The Fund For Peace,Fragile State Index,E1: Economy,2023,110,34,16,0.92968,2006,"2.6,2.6,2.3,3.1,3.5,3.5,4.0,3.7,3.6,4.6,4.3,4.1,3.8,3.5,3.300527607178117,3.7",2006,"4.3,4.3,4.3,5.0,5.3,5.3,5.0,5.0,5.2,6.2,5.9,5.7,5.538034641400428,5.2,4.9,5.2",2023-12-16 07:06:50
3418805,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,34,16,0.92061,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4,1.9",2006,"6.2,6.2,6.0,6.3,6.1,5.7,5.4,5.1,4.8,4.9,4.6,4.4,4.1000000000000005,3.8,3.5,3.8",2023-12-16 17:14:24
2511218,The Fund For Peace,Fragile State Index,C3: Group Grievance,2023,110,177,16,0.93824,2006,"3.8,3.8,3.8,3.8,3.6,3.9,3.8,3.8,4.1,4.2,3.9,3.7,3.4000000000000004,3.1,2.8000000000000003,2.5",2008,"2.5,2.6,2.6,2.5,2.3,2.3,2.3,2.6,2.7,2.5,2.2,1.9,1.6,1.3,1.0,0.7",2023-12-15 14:21:26
3418857,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,177,16,0.94029,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4,1.9",2008,"3.6,3.9,3.7,3.6,3.7,3.4,3.2,2.9,2.7,2.5,2.2,1.9,1.670241987450679,2.0,2.3,2.4",2023-12-16 17:14:27
4945897,The Fund For Peace,Fragile State Index,P1: State Legitimacy,2023,110,177,16,0.93564,2006,"1.8,1.8,1.8,2.0,1.8,2.0,2.5,2.2,2.0,1.7,1.4,1.2,0.8999999999999999,0.9,0.6009723264075552,0.5",2008,"1.5,1.6,1.9,1.6,2.0,2.1,2.3,1.8,1.8,1.6,1.3,1.0,0.8197920437077559,0.8,0.8,0.8",2023-12-18 15:44:25
2331682,The Fund For Peace,Fragile State Index,C2: Factionalized Elites,2023,110,158,16,0.96198,2006,"1.3,1.3,1.7,2.0,2.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6",2007,"6.0,6.7,7.1,7.6,8.6,8.6,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,9.3,9.6",2023-12-15 10:46:41
4480147,The Fund For Peace,Fragile State Index,E3: Human Flight and Brain Drain,2023,110,158,16,0.90339,2006,"2.0,2.0,2.0,2.0,2.1,1.8,2.1,2.0,2.3,2.6,2.9,3.2,3.5,3.3,3.0506762058487817,2.9",2007,"6.0,6.0,6.3,6.5,6.2,6.0,6.3,6.6,6.9,7.2,7.5,7.569514875551318,7.6,7.3,7.0,6.9",2023-12-18 07:08:09
6651808,The Fund For Peace,Fragile State Index,S2: Refugees and IDPs,2023,110,158,16,0.92881,2006,"1.0,1.1,1.1,1.1,1.2,1.1,4.0,3.7,3.4,3.1,3.4,4.4,4.1000000000000005,3.8,3.5,3.2",2007,"5.9,6.0,6.4,6.5,6.6,6.9,7.9,8.2,7.9,8.0,7.9,7.976438631321908,8.3,8.4,8.5,8.2",2023-12-20 04:06:14
2331690,The Fund For Peace,Fragile State Index,C2: Factionalized Elites,2023,110,134,16,0.93239,2006,"1.3,1.3,1.7,2.0,2.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6",2007,"1.6,1.6,1.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0",2023-12-15 10:46:42
2511232,The Fund For Peace,Fragile State Index,C3: Group Grievance,2023,110,134,16,0.92597,2006,"3.8,3.8,3.8,3.8,3.6,3.9,3.8,3.8,4.1,4.2,3.9,3.7,3.4000000000000004,3.1,2.8000000000000003,2.5",2007,"3.9,3.9,4.0,4.2,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.6,3.3,3.0,2.7,2.4",2023-12-15 14:21:27
3418947,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,134,16,0.93293,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4,1.9",2007,"4.5,4.5,4.6,4.4,4.1,3.8,3.5,3.2,2.9,2.8,2.6,2.3000000000000003,2.0,1.7,2.0,2.0",2023-12-16 17:14:33
2331567,The Fund For Peace,Fragile State Index,C2: Factionalized Elites,2023,110,34,15,0.96793,2006,"1.3,1.3,1.7,2.0,2.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6",2006,"4.1,3.9,3.9,4.6,4.6,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3",2023-12-15 10:46:34
2872942,The Fund For Peace,Fragile State Index,E1: Economy,2023,110,34,15,0.93086,2006,"2.6,2.6,2.3,3.1,3.5,3.5,4.0,3.7,3.6,4.6,4.3,4.1,3.8,3.5,3.300527607178117",2006,"4.3,4.3,4.3,5.0,5.3,5.3,5.0,5.0,5.2,6.2,5.9,5.7,5.538034641400428,5.2,4.9",2023-12-16 07:06:49
3418484,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,34,15,0.96017,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4",2006,"6.2,6.2,6.0,6.3,6.1,5.7,5.4,5.1,4.8,4.9,4.6,4.4,4.1000000000000005,3.8,3.5",2023-12-16 17:13:59
2331622,The Fund For Peace,Fragile State Index,C2: Factionalized Elites,2023,110,158,15,0.97309,2006,"1.3,1.3,1.7,2.0,2.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6",2007,"6.0,6.7,7.1,7.6,8.6,8.6,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,9.3",2023-12-15 10:46:38
4480133,The Fund For Peace,Fragile State Index,E3: Human Flight and Brain Drain,2023,110,158,15,0.90899,2006,"2.0,2.0,2.0,2.0,2.1,1.8,2.1,2.0,2.3,2.6,2.9,3.2,3.5,3.3,3.0506762058487817",2007,"6.0,6.0,6.3,6.5,6.2,6.0,6.3,6.6,6.9,7.2,7.5,7.569514875551318,7.6,7.3,7.0",2023-12-18 07:08:08
6651801,The Fund For Peace,Fragile State Index,S2: Refugees and IDPs,2023,110,158,15,0.93325,2006,"1.0,1.1,1.1,1.1,1.2,1.1,4.0,3.7,3.4,3.1,3.4,4.4,4.1000000000000005,3.8,3.5",2007,"5.9,6.0,6.4,6.5,6.6,6.9,7.9,8.2,7.9,8.0,7.9,7.976438631321908,8.3,8.4,8.5",2023-12-20 04:06:13
3418472,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,227,15,0.94342,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4",2006,"7.5,7.4,7.2,7.2,7.0,6.6,6.3,6.0,5.7,5.4,5.1,4.9,5.0,4.9,4.6000000000000005",2023-12-16 17:13:57
4480114,The Fund For Peace,Fragile State Index,E3: Human Flight and Brain Drain,2023,110,227,15,0.95677,2006,"2.0,2.0,2.0,2.0,2.1,1.8,2.1,2.0,2.3,2.6,2.9,3.2,3.5,3.3,3.0506762058487817",2006,"5.0,5.1,5.1,5.3,5.2,5.2,5.2,5.0,5.3,5.5,5.8,6.1,5.970674568833795,5.9,5.9",2023-12-18 07:08:07
6651793,The Fund For Peace,Fragile State Index,S2: Refugees and IDPs,2023,110,227,15,0.91301,2006,"1.0,1.1,1.1,1.1,1.2,1.1,4.0,3.7,3.4,3.1,3.4,4.4,4.1000000000000005,3.8,3.5",2006,"3.6,3.4,3.4,3.2,3.4,3.4,4.0,4.2,4.4,4.1,4.2,4.7,4.4,4.1,3.8",2023-12-20 04:06:12
2511199,The Fund For Peace,Fragile State Index,C3: Group Grievance,2023,110,177,15,0.92917,2006,"3.8,3.8,3.8,3.8,3.6,3.9,3.8,3.8,4.1,4.2,3.9,3.7,3.4000000000000004,3.1,2.8000000000000003",2007,"2.5,2.5,2.6,2.6,2.5,2.3,2.3,2.3,2.6,2.7,2.5,2.2,1.9,1.6,1.3",2023-12-15 14:21:25
3418582,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,177,15,0.94246,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4",2007,"3.9,3.6,3.9,3.7,3.6,3.7,3.4,3.2,2.9,2.7,2.5,2.2,1.9,1.670241987450679,2.0",2023-12-16 17:14:07
4945880,The Fund For Peace,Fragile State Index,P1: State Legitimacy,2023,110,177,15,0.93601,2006,"1.8,1.8,1.8,2.0,1.8,2.0,2.5,2.2,2.0,1.7,1.4,1.2,0.8999999999999999,0.9,0.6009723264075552",2007,"1.5,1.5,1.6,1.9,1.6,2.0,2.1,2.3,1.8,1.8,1.6,1.3,1.0,0.8197920437077559,0.8",2023-12-18 15:44:23
2331575,The Fund For Peace,Fragile State Index,C2: Factionalized Elites,2023,110,147,15,0.97755,2006,"1.3,1.3,1.7,2.0,2.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6",2006,"5.5,5.4,5.7,6.2,6.2,6.3,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6",2023-12-15 10:46:35
3418505,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,147,15,0.90229,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4",2006,"7.0,7.3,7.6,7.8,7.6,7.5,7.2,6.9,6.6,6.3,6.4,6.2,5.9,5.4,5.1000000000000005",2023-12-16 17:14:00
4480120,The Fund For Peace,Fragile State Index,E3: Human Flight and Brain Drain,2023,110,147,15,0.91643,2006,"2.0,2.0,2.0,2.0,2.1,1.8,2.1,2.0,2.3,2.6,2.9,3.2,3.5,3.3,3.0506762058487817",2006,"6.2,6.2,6.2,6.2,6.4,6.4,6.7,7.0,7.3,7.6,7.9,8.2,8.02149619410298,7.9,7.6",2023-12-18 07:08:07
2511200,The Fund For Peace,Fragile State Index,C3: Group Grievance,2023,110,177,15,0.90202,2006,"3.8,3.8,3.8,3.8,3.6,3.9,3.8,3.8,4.1,4.2,3.9,3.7,3.4000000000000004,3.1,2.8000000000000003",2008,"2.5,2.6,2.6,2.5,2.3,2.3,2.3,2.6,2.7,2.5,2.2,1.9,1.6,1.3,1.0",2023-12-15 14:21:25
3418583,The Fund For Peace,Fragile State Index,E2: Economic Inequality,2023,110,177,15,0.94448,2006,"2.5,2.5,2.5,2.5,2.6,2.3,2.0,1.8,2.1,1.9,1.8,1.6,1.3,1.4,1.4",2008,"3.6,3.9,3.7,3.6,3.7,3.4,3.2,2.9,2.7,2.5,2.2,1.9,1.670241987450679,2.0,2.3",2023-12-16 17:14:07
