country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
217,2006,2006,17,7,0.9468271428571429,1,4.3680962857142855,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development', 'Political State Sector', 'Sovereignty']",0,124
217,2006,2006,16,7,0.94608,1,4.267648,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development', 'Political State Sector', 'Sovereignty']",0,124
217,2006,2006,15,7,0.9412585714285714,1,4.1647551428571425,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development', 'Political State Sector', 'Sovereignty']",0,124
217,2006,2007,17,6,0.9376016666666667,1,4.062561,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
217,2006,2007,16,6,0.9400933333333333,1,3.964056,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
217,2006,2006,14,6,0.9446249999999999,1,3.766775,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Social Sector']",0,124
217,2006,2007,14,6,0.9425566666666666,1,3.765534,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
133,2006,2007,17,5,0.936834,1,3.7621004,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
248,2006,2006,17,5,0.92341,1,3.754046,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
217,2006,2006,13,6,0.9495533333333334,1,3.6697319999999998,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Social Sector']",0,124
133,2006,2007,16,5,0.9414619999999999,1,3.6648772000000003,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
217,2006,2007,13,6,0.9406983333333333,1,3.6644189999999996,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
217,2006,2007,15,5,0.9497439999999999,1,3.5698464,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
133,2006,2007,15,5,0.9400219999999999,1,3.5640131999999998,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
242,2006,2009,15,5,0.92363,1,3.554178,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,124
227,2006,2006,14,5,0.9300660000000001,1,3.4580396,"['Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
217,2008,2008,10,6,0.9444516666666667,1,3.3666709999999997,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Social Sector']",0,124
248,2006,2006,16,4,0.9373025,1,3.3623814999999997,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0,124
227,2006,2007,16,4,0.934825,1,3.3608949999999997,"['Social Sector', 'Human Rights Development']",0,124
133,2006,2008,16,4,0.917755,1,3.350653,"['Finance Economy Sector', 'Sovereignty', 'Social Sector', 'Human Rights Development']",0,124
227,2006,2007,15,4,0.9424175,1,3.2654505,"['Social Sector', 'Human Rights Development']",0,124
63,2006,2007,15,4,0.940965,1,3.2645790000000003,"['Social Sector', 'Human Rights Development']",0,124
