country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,country_a_id_fk
86,2007,2007,17,5,0.9450800000000001,1,3.7670480000000004,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
86,2007,2008,16,5,0.93414,1,3.6604840000000003,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
22,2007,2007,15,5,0.9361200000000001,1,3.561672,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
86,2007,2008,15,5,0.93073,1,3.5584379999999998,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
16,2007,2007,17,4,0.95182,1,3.4710920000000005,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
134,2007,2007,17,4,0.937535,1,3.462521,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",9
56,2007,2006,14,5,0.9355080000000001,1,3.4613048000000006,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
194,2007,2007,17,4,0.9294675,1,3.4576805000000004,"['Political State Sector', 'Social Sector', 'Finance Economy Sector']",9
48,2007,2006,17,4,0.9267075,1,3.4560245000000003,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
120,2007,2007,17,4,0.92655,1,3.4559300000000004,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",9
203,2007,2007,17,4,0.9240200000000001,1,3.4544120000000005,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",9
56,2007,2007,14,5,0.9214840000000001,1,3.4528904000000002,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",9
19,2007,2007,16,4,0.964055,1,3.378433,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
86,2007,2007,16,4,0.95566,1,3.3733959999999996,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
192,2007,2008,16,4,0.9416599999999999,1,3.3649959999999997,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
192,2007,2007,16,4,0.940685,1,3.3644109999999996,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",9
126,2007,2008,16,4,0.9390475,1,3.3634285,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",9
