country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
208,2000,2006,17,3,0.9399933333333333,2,3.163996,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
174,2000,2000,17,2,0.98289,2,2.8897340000000002,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
200,2000,2000,17,2,0.98283,2,2.889698,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
174,2000,2001,17,2,0.9822500000000001,2,2.8893500000000003,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
62,2000,2000,17,2,0.97988,2,2.8879280000000005,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
106,2000,2001,17,2,0.97878,2,2.887268,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
121,2000,2002,17,2,0.9776499999999999,2,2.88659,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
220,2000,2005,17,2,0.976815,2,2.886089,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
220,2000,2004,17,2,0.9766900000000001,2,2.8860140000000003,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
38,2000,2006,17,2,0.974685,2,2.884811,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
152,2000,2005,17,2,0.97448,2,2.884688,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
220,2000,2003,17,2,0.973865,2,2.884319,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
89,2000,2004,17,2,0.9725349999999999,2,2.883521,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
220,2000,2006,17,2,0.972515,2,2.883509,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
152,2000,2004,17,2,0.9725,2,2.8835,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
96,2000,2003,17,2,0.97188,2,2.883128,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
100,2000,2000,17,2,0.971705,2,2.883023,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
100,2000,2001,17,2,0.971465,2,2.8828790000000004,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
211,2000,2001,17,2,0.97141,2,2.8828460000000002,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
62,2000,2001,17,2,0.971365,2,2.8828190000000005,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
221,2000,2000,17,2,0.97131,2,2.8827860000000003,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
200,2000,2001,17,2,0.971185,2,2.8827110000000005,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
220,2000,2002,17,2,0.9710449999999999,2,2.8826270000000003,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
100,2000,2002,17,2,0.970695,2,2.8824170000000002,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
26,2000,2002,17,2,0.97034,2,2.882204,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
221,2000,2001,17,2,0.968585,2,2.881151,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
26,2000,2001,17,2,0.96792,2,2.880752,"['Finance Economy Sector', 'Military Sector']",0,114,0,,,
