country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,overall_event_correlation_score,detailed_event_correlation_scores,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
134,2007,2007,17,5,0.970982,1,3.7825892000000003,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
134,2007,2007,14,6,0.9627983333333333,1,3.777679,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
113,2007,2007,17,5,0.95472,1,3.772832,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
229,2007,2007,14,6,0.9522433333333332,1,3.7713460000000003,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
229,2007,2008,14,6,0.94762,1,3.7685720000000003,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
134,2007,2007,16,5,0.9704460000000001,1,3.6822676000000003,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
134,2007,2007,13,6,0.96164,1,3.6769839999999996,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
229,2007,2007,16,5,0.9513640000000001,1,3.6708184,"['Sovereignty', 'Finance Economy Sector', 'Social Sector']",0.0,,33,0,,,
113,2007,2007,16,5,0.951212,1,3.6707272,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
134,2007,2008,13,6,0.9446133333333333,1,3.6667679999999994,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
229,2007,2008,13,6,0.9442349999999999,1,3.6665409999999996,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
229,2007,2009,13,6,0.9397333333333333,1,3.6638399999999995,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
134,2007,2007,15,5,0.968062,1,3.5808372,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
229,2007,2007,15,5,0.9588599999999999,1,3.575316,"['Sovereignty', 'Finance Economy Sector', 'Social Sector']",0.0,,33,0,,,
239,2007,2007,15,5,0.953424,1,3.5720544,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
113,2007,2007,15,5,0.949982,1,3.5699892,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
219,2007,2008,15,5,0.944374,1,3.5666244000000003,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.0,,33,0,,,
243,2007,2009,15,5,0.9395720000000001,1,3.5637432,"['Sovereignty', 'Finance Economy Sector', 'Political State Sector', 'Social Sector']",0.1808,"[[0.07, 0.09, 0.76, 0.16, 0.06, 0.09, 0.37, -0.04, 0.03, 0.17], [0.21, 0.17, 0.2, 0.25, 0.18, 0.01, 0.17, 0.14, 0.19, 0.29], [0.11, 0.15, 0.21, 0.16, 0.3, 0.12, 0.05, 0.12, 0.14, 0.11], [0.1, 0.27, 0.08, 0.44, 0.16, 0.01, 0.17, 0.27, 0.07, 0.4], [0.07, 0.22, 0.31, 0.23, 0.14, 0.13, 0.11, 0.23, 0.3, 0.19, 0.17, 0.41, 0.21, 0.28, 0.2], [0.3, 0.19, 0.2, 0.11, 0.29, 0.12, 0.23, 0.19, 0.2, 0.14, 0.24, 0.16, 0.25, 0.23, 0.1], [0.26, 0.28, 0.07, 0.1, 0.13, -0.08, 0.17, 0.21, 0.21, 0.59, 0.05, 0.16, 0.35, 0.2, 0.31], [0.11, 0.08, 0.06, 0.32, 0.06, 0.01, 0.18, 0.01, 0.08, 0.03, 0.02, 0.01, 0.13, 0.15, 0.09], [-0.01, -0.04, 0.31, 0.14, 0.28, 0.41, 0.26, 0.12, 0.18, 0.1, 0.17, 0.09, 0.09, 0.19, 0.08], [0.1, 0.16, 0.23, 0.12, 0.13, 0.12, 0.05, 0.35, 0.15, 0.32, 0.22, 0.28, 0.23, 0.13, 0.23, 0.02, 0.21, 0.17, 0.22, 0.02, 0.08, 0.12, 0.13, 0.13, 0.06], [0.08, 0.16, 0.2, 0.16, 0.12, 0.3, 0.14, 0.32, 0.09, 0.22, 0.27, 0.21, 0.27, 0.1, 0.21, 0.33, 0.19, 0.39, 0.08, 0.13, 0.27, 0.01, 0.25, 0.02, 0.21], [0.04, 0.15, 0.21, 0.18, 0.09, 0.31, 0.26, 0.37, 0.13, 0.46, 0.21, 0.16, 0.13, 0.04, 0.28, 0.09, 0.09, 0.08, 0.19, 0.02, 0.24, 0.08, 0.13, 0.13, 0.19], [0.09, 0.3, 0.17, 0.53, 0.19, 0.29, 0.17, 0.17, 0.05, 0.07, 0.15, 0.34, 0.28, 0.23, 0.26, 0.16, 0.2, 0.11, 0.11, 0.22, 0.13, 0.29, 0.12, 0.07, 0.43], [0.32, 0.16, 0.27, 0.24, 0.24, 0.22, 0.08, 0.29, 0.07, 0.14, 0.09, 0.15, 0.24, 0.39, 0.04, 0.1, 0.21, 0.36, 0.11, 0.37, 0.63, 0.2, 0.25, 0.27, 0.21], [0.38, 0.13, 0.13, 0.3, 0.03, 0.08, 0.19, 0.19, 0.18, 0.37, 0.19, 0.01, 0.2, 0.23, 0.08, 0.37, 0.18, 0.2, 0.43, 0.27, 0.1, 0.31, 0.16, 0.19, 0.18]]",33,1,2007,ASEAN Chairmanship,2009
113,2007,2009,15,5,0.9369460000000001,1,3.5621676,"['Sovereignty', 'Finance Economy Sector', 'Social Sector']",0.0,,33,0,,,
