country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
222,2006,2007,17,4,0.956985,1,3.4741910000000003,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
152,2006,2006,17,4,0.946315,1,3.4677890000000002,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
37,2006,2007,17,4,0.93948,1,3.4636880000000003,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
152,2006,2007,17,4,0.93602,1,3.4616120000000006,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
152,2006,2006,16,4,0.950125,1,3.370075,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
222,2006,2007,16,4,0.9488375,1,3.3693025,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
152,2006,2007,16,4,0.9427099999999999,1,3.365626,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
69,2000,2001,22,2,0.94173,1,3.365038,['Military Sector'],0,199,0,,,
144,2000,2000,22,2,0.937405,1,3.3624430000000003,['Military Sector'],0,199,0,,,
206,2000,2001,22,2,0.93466,1,3.360796,['Military Sector'],0,199,0,,,
215,2000,2000,22,2,0.934075,1,3.3604450000000003,['Military Sector'],0,199,0,,,
183,2000,2000,22,2,0.930435,1,3.358261,['Military Sector'],0,199,0,,,
144,2000,2001,22,2,0.929565,1,3.3577390000000005,['Military Sector'],0,199,0,,,
63,2000,2001,22,2,0.927165,1,3.3562990000000004,['Military Sector'],0,199,0,,,
206,2000,2000,22,2,0.914135,1,3.3484810000000005,['Military Sector'],0,199,0,,,
69,2000,2000,22,2,0.912445,1,3.347467,['Military Sector'],0,199,0,,,
69,2000,2001,21,2,0.9521999999999999,1,3.2713200000000002,['Military Sector'],0,199,0,,,
215,2000,2000,21,2,0.947985,1,3.2687910000000002,['Military Sector'],0,199,0,,,
152,2006,2006,15,4,0.9436875,1,3.2662125,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0,199,0,,,
183,2000,2000,21,2,0.9413400000000001,1,3.2648040000000003,['Military Sector'],0,199,0,,,
206,2000,2001,21,2,0.934555,1,3.260733,['Military Sector'],0,199,0,,,
144,2000,2000,21,2,0.9335500000000001,1,3.26013,['Military Sector'],0,199,0,,,
206,2000,2002,21,2,0.93121,1,3.2587260000000002,['Military Sector'],0,199,0,,,
63,2000,2002,21,2,0.930795,1,3.258477,['Military Sector'],0,199,0,,,
69,2000,2002,21,2,0.925815,1,3.2554890000000003,['Military Sector'],0,199,0,,,
144,2000,2001,21,2,0.9249700000000001,1,3.254982,['Military Sector'],0,199,0,,,
63,2000,2001,21,2,0.92423,1,3.254538,['Military Sector'],0,199,0,,,
206,2000,2000,21,2,0.910095,1,3.2460570000000004,['Military Sector'],0,199,0,,,
203,2006,2007,17,3,0.96308,1,3.177848,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,199,0,,,
203,2006,2006,17,3,0.95897,1,3.175382,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,199,0,,,
