country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,overall_event_correlation_score,detailed_event_correlation_scores,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
53,2006,2006,17,6,0.94168,2,4.065008,"['Human Rights Development', 'Unknown', 'Political State Sector', 'Finance Economy Sector', 'Social Sector']",0.0,,28,0,,,
203,2006,2006,17,5,0.9391033333333334,2,3.763462,"['Political State Sector', 'Human Rights Development', 'Social Sector', 'Unknown']",0.0,,28,0,,,
197,2006,2006,15,5,0.9501120000000001,1,3.5700672,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0.0,,28,0,,,
198,2006,2008,15,5,0.9196920000000001,1,3.5518152,"['Political State Sector', 'Finance Economy Sector', 'Social Sector']",0.0,,28,0,,,
101,2006,2006,17,4,0.960955,1,3.476573,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0.0,,28,0,,,
54,2006,2007,17,4,0.9572725,1,3.4743635000000004,"['Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0.0,,28,0,,,
54,2006,2006,17,4,0.95658,1,3.4739480000000005,"['Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0.0,,28,0,,,
101,2006,2007,17,4,0.9514825,1,3.4708895,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0.0,,28,0,,,
163,2006,2006,17,4,0.9503141666666667,2,3.4701885000000003,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Unknown']",0.0,,28,0,,,
203,2006,2006,14,5,0.9476340000000001,1,3.4685804000000005,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Social Sector']",0.0,,28,0,,,
67,2006,2006,17,4,0.9440553846153846,2,3.466433230769231,"['Political State Sector', 'Finance Economy Sector', 'Human Rights Development', 'Unknown']",0.0,,28,0,,,
