country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
107,1990,1990,31,7,0.9629160714285714,1,5.777749642857143,"['Unknown', 'Trade Sector']",5,210,0,,,
107,1990,1990,32,6,0.9806588235294117,1,5.588395294117647,"['Unknown', 'Trade Sector']",5,210,0,,,
177,1990,1990,32,6,0.9498881578947369,1,5.5699328947368425,"['Unknown', 'Trade Sector']",9,210,2,"1990, 1990","Educational Reform, Cultural Capital","1990, 1990"
74,1990,1990,31,6,0.9415325000000001,1,5.464919500000001,"['Unknown', 'Trade Sector']",6,210,0,,,
107,1990,1990,29,6,0.9606777777777777,1,5.2764066666666665,"['Unknown', 'Trade Sector']",5,210,0,,,
236,1990,1990,29,6,0.9596150000000001,1,5.275769,"['Unknown', 'Trade Sector']",0,210,0,,,
84,1990,1990,32,5,0.9534211764705882,1,5.272052705882353,"['Unknown', 'Trade Sector']",6,210,2,"1990, 1990","Economic Policy Shift, Infrastructure Development","1990, 1990"
21,1990,1990,32,5,0.945982340425532,1,5.267589404255319,"['Unknown', 'Trade Sector']",8,210,0,,,
236,1990,1990,32,5,0.9444729166666667,1,5.26668375,"['Unknown', 'Trade Sector']",1,210,0,,,
74,1990,1990,29,6,0.9369940579710145,1,5.262196434782609,"['Unknown', 'Trade Sector']",5,210,0,,,
73,1990,1990,32,5,0.9351087234042553,1,5.261065234042554,"['Unknown', 'Trade Sector']",0,210,0,,,
74,1990,1990,32,5,0.9318987234042553,1,5.259139234042554,"['Unknown', 'Trade Sector']",6,210,0,,,
236,1990,1990,31,5,0.9673117021276596,1,5.180387021276595,"['Unknown', 'Trade Sector']",1,210,0,,,
107,1990,1990,28,6,0.9596855555555556,1,5.175811333333333,"['Unknown', 'Trade Sector']",4,210,0,,,
21,1990,1990,31,5,0.9586368085106384,1,5.175182085106383,"['Unknown', 'Trade Sector']",8,210,0,,,
84,1990,1990,31,5,0.9539035294117648,1,5.172342117647059,"['Unknown', 'Trade Sector']",6,210,2,"1990, 1990","Economic Policy Shift, Infrastructure Development","1990, 1990"
40,1990,1990,31,5,0.9533787234042552,1,5.172027234042552,"['Unknown', 'Trade Sector']",3,210,0,,,
153,1990,1990,31,5,0.9490231914893617,1,5.1694139148936165,"['Unknown', 'Trade Sector']",4,210,1,1990,Environmental Policy,1990
235,1990,1991,31,5,0.9410474468085107,1,5.164628468085106,"['Unknown', 'Trade Sector']",0,210,0,,,
235,1990,1990,31,5,0.9397589361702128,1,5.163855361702128,"['Unknown', 'Trade Sector']",0,210,0,,,
74,1990,1991,31,5,0.9387593617021277,1,5.163255617021276,"['Unknown', 'Trade Sector']",6,210,1,1990,Environmental Policy,1991
236,1990,1990,27,6,0.9539936231884057,1,5.072396173913043,"['Unknown', 'Trade Sector']",0,210,0,,,
177,1990,1990,27,6,0.950195,1,5.070117,"['Unknown', 'Trade Sector']",8,210,2,"1990, 1990","Educational Reform, Cultural Capital","1990, 1990"
74,1990,1990,27,6,0.9465703389830509,1,5.067942203389831,"['Unknown', 'Trade Sector']",3,210,0,,,
84,1990,1990,27,6,0.9227779661016949,1,5.053666779661017,"['Unknown', 'Trade Sector']",6,210,2,"1990, 1990","Economic Policy Shift, Infrastructure Development","1990, 1990"
236,1990,1990,26,6,0.9698066101694915,1,4.981883966101695,"['Unknown', 'Trade Sector']",0,210,0,,,
14,1990,1990,32,4,0.9690306666666666,1,4.9814184,"['Unknown', 'Trade Sector']",0,210,0,,,
21,1990,1990,29,5,0.9657081034482758,1,4.979424862068965,"['Unknown', 'Trade Sector']",8,210,0,,,
21,1990,1991,29,5,0.9634022413793104,1,4.978041344827586,"['Unknown', 'Trade Sector']",8,210,0,,,
40,1990,1990,29,5,0.9570558620689655,1,4.974233517241379,"['Unknown', 'Trade Sector']",2,210,0,,,
107,1990,1990,26,6,0.9566974074074074,1,4.974018444444445,"['Unknown', 'Trade Sector']",4,210,0,,,
177,1990,1990,29,5,0.955112962962963,1,4.9730677777777785,"['Unknown', 'Trade Sector']",8,210,2,"1990, 1990","Educational Reform, Cultural Capital","1990, 1990"
236,1990,1991,29,5,0.9542304255319148,1,4.972538255319149,"['Unknown', 'Trade Sector']",0,210,0,,,
58,1990,1990,32,4,0.9535368,1,4.97212208,"['Unknown', 'Trade Sector']",0,210,0,,,
177,1990,1991,32,4,0.9533615384615384,1,4.972016923076923,"['Unknown', 'Trade Sector']",9,210,0,,,
