country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
25,2007,2006,17,5,0.955292,1,3.7731752000000003,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Human Rights Development']",0,93
25,2007,2006,16,5,0.96153,1,3.676918,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Human Rights Development']",0,93
213,2007,2007,16,5,0.9586600000000001,1,3.675196,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,93
25,2007,2006,15,5,0.9586180000000001,1,3.5751708,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Human Rights Development']",0,93
213,2007,2007,15,5,0.958606,1,3.5751635999999998,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,93
25,2007,2007,15,5,0.9468439999999999,1,3.5681064,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Human Rights Development']",0,93
213,2007,2007,17,4,0.971015,1,3.482609,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,93
152,2007,2007,17,4,0.9540825,1,3.4724495,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,93
25,2007,2007,17,4,0.953765,1,3.472259,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,93
67,2007,2006,17,4,0.952975,1,3.4717850000000006,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,93
22,2007,2007,17,4,0.94636,1,3.4678160000000005,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Human Rights Development']",0,93
25,2007,2007,14,5,0.9455159999999999,1,3.4673096,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty', 'Human Rights Development']",0,93
150,2007,2007,17,4,0.94047,1,3.4642820000000003,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,93
62,2007,2007,17,4,0.9363575,1,3.4618145000000005,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,93
