country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
98,2006,2006,14,4,0.95397,1,3.172382,"['Social Sector', 'Human Rights Development']",0,121
117,2006,2006,17,3,0.9197299999999999,1,3.151838,"['Social Sector', 'Human Rights Development']",0,121
15,2006,2007,16,3,0.9553900000000001,1,3.0732340000000002,"['Social Sector', 'Human Rights Development']",0,121
142,2006,2006,16,3,0.9541166666666667,1,3.07247,"['Social Sector', 'Human Rights Development']",0,121
98,2006,2006,13,4,0.9524375,1,3.0714625,"['Social Sector', 'Human Rights Development']",0,121
176,2006,2006,16,3,0.9486733333333334,1,3.069204,"['Social Sector', 'Human Rights Development']",0,121
202,2006,2006,16,3,0.9466600000000001,1,3.067996,"['Social Sector', 'Human Rights Development']",0,121
163,2006,2006,16,3,0.94351,1,3.066106,"['Social Sector', 'Human Rights Development']",0,121
233,2006,2006,16,3,0.93669,1,3.062014,"['Social Sector', 'Human Rights Development']",0,121
63,2006,2006,16,3,0.9328966666666667,1,3.059738,"['Social Sector', 'Human Rights Development']",0,121
15,2006,2008,16,3,0.92308,1,3.053848,"['Social Sector', 'Human Rights Development']",0,121
54,2006,2007,16,3,0.9138666666666667,1,3.04832,"['Social Sector', 'Human Rights Development']",0,121
98,2006,2006,15,3,0.9745133333333333,1,2.984708,"['Social Sector', 'Human Rights Development']",0,121
176,2006,2006,15,3,0.9684200000000001,1,2.981052,"['Social Sector', 'Human Rights Development']",0,121
142,2006,2006,15,3,0.9658266666666666,1,2.9794959999999997,"['Social Sector', 'Human Rights Development']",0,121
163,2006,2006,15,3,0.9652566666666665,1,2.979154,"['Social Sector', 'Human Rights Development']",0,121
15,2006,2007,15,3,0.9625833333333333,1,2.97755,"['Social Sector', 'Human Rights Development']",0,121
202,2006,2006,15,3,0.95858,1,2.975148,"['Social Sector', 'Human Rights Development']",0,121
57,2006,2006,15,3,0.95287,1,2.9717219999999998,"['Social Sector', 'Human Rights Development']",0,121
98,2006,2006,12,4,0.9480175,1,2.9688105000000005,"['Social Sector', 'Human Rights Development']",0,121
15,2006,2006,15,3,0.94775,1,2.96865,"['Social Sector', 'Human Rights Development']",0,121
