country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,Power
38,2010,1993,9,1,0.98725,1.7923499999999999
19,2010,1987,9,1,0.98319,1.789914
60,2010,2007,9,1,0.98153,1.7889179999999998
56,2010,1978,9,1,0.97932,1.787592
165,2010,1978,9,1,0.97607,1.785642
64,2010,1977,9,1,0.97271,1.783626
198,2010,1978,9,1,0.97193,1.7831579999999998
94,2010,1998,9,1,0.97147,1.7828819999999999
173,2010,2010,9,1,0.97105,1.78263
97,2010,1978,9,1,0.97062,1.782372
231,2010,2009,9,1,0.96833,1.7809979999999999
16,2010,1987,9,1,0.96388,1.778328
140,2010,1998,9,1,0.96303,1.777818
152,2010,2009,9,1,0.9622,1.77732
17,2010,2010,9,1,0.95774,1.7746439999999999
242,2010,2006,9,1,0.95596,1.7735759999999998
240,2010,2009,9,1,0.95558,1.773348
39,2010,1977,9,1,0.95505,1.7730299999999999
73,2010,1978,9,1,0.95427,1.7725619999999997
10,2010,2009,9,1,0.95151,1.7709059999999999
141,2010,1999,9,1,0.95057,1.7703419999999999
195,2010,1989,9,1,0.94999,1.769994
93,2010,1972,9,1,0.94983,1.769898
213,2010,1979,9,1,0.9497,1.76982
92,2010,2009,9,1,0.94948,1.769688
91,2010,2005,9,1,0.94929,1.769574
166,2010,1988,9,1,0.94909,1.769454
156,2010,1986,9,1,0.94903,1.769418
148,2010,1996,9,1,0.94903,1.769418
200,2010,2010,9,1,0.94862,1.769172
76,2010,1977,9,1,0.94842,1.7690519999999998
122,2010,2002,9,1,0.94842,1.7690519999999998
179,2010,1988,9,1,0.94774,1.768644
130,2010,2000,9,1,0.94676,1.768056
147,2010,1961,9,1,0.9457,1.76742
22,2010,1978,9,1,0.94567,1.767402
220,2010,1996,9,1,0.9442,1.7665199999999999
45,2010,1963,9,1,0.94307,1.765842
176,2010,1994,9,1,0.94232,1.7653919999999999
149,2010,2011,9,1,0.94163,1.764978
225,2010,1979,9,1,0.94154,1.764924
158,2010,2010,9,1,0.94121,1.764726
89,2010,1996,9,1,0.93998,1.763988
188,2010,1996,9,1,0.93996,1.763976
13,2010,1988,9,1,0.93989,1.763934
152,2010,1964,9,1,0.93924,1.763544
121,2010,1995,9,1,0.93865,1.7631899999999998
165,2010,1993,9,1,0.93861,1.763166
235,2010,1988,9,1,0.93749,1.762494
236,2010,2004,9,1,0.93731,1.7623859999999998
173,2010,1963,9,1,0.93649,1.7618939999999998
167,2010,1980,9,1,0.93642,1.761852
71,2010,2005,9,1,0.93624,1.7617439999999998
118,2010,2010,9,1,0.93608,1.761648
10,2010,1976,9,1,0.93585,1.76151
29,2010,1988,9,1,0.93569,1.7614139999999998
13,2010,1987,9,1,0.93568,1.7614079999999999
221,2010,2010,9,1,0.93559,1.7613539999999999
191,2010,2005,9,1,0.93553,1.761318
234,2010,1988,9,1,0.93493,1.760958
121,2010,1996,9,1,0.93381,1.7602859999999998
91,2010,2006,9,1,0.93378,1.760268
102,2010,1994,9,1,0.9335,1.7601
101,2010,2009,9,1,0.93315,1.75989
134,2010,2006,9,1,0.93278,1.759668
19,2010,1996,9,1,0.93219,1.7593139999999998
100,2010,2008,9,1,0.93151,1.7589059999999999
25,2010,2009,9,1,0.93141,1.758846
68,2010,2003,9,1,0.93072,1.758432
250,2010,1972,9,1,0.93059,1.758354
22,2010,2004,9,1,0.93052,1.758312
235,2010,1995,9,1,0.93043,1.7582579999999999
22,2010,2005,9,1,0.92996,1.757976
68,2010,2002,9,1,0.92981,1.757886
195,2010,1988,9,1,0.9298,1.7578799999999999
211,2010,1963,9,1,0.92979,1.757874
156,2010,1971,9,1,0.92974,1.757844
115,2010,1986,9,1,0.92957,1.757742
35,2010,2010,9,1,0.92951,1.7577059999999998
171,2010,2010,9,1,0.92945,1.75767
183,2010,1996,9,1,0.92944,1.7576640000000001
171,2010,1971,9,1,0.92939,1.757634
192,2010,2009,9,1,0.92934,1.757604
141,2010,2009,9,1,0.92928,1.757568
11,2010,2010,9,1,0.92825,1.7569499999999998
104,2010,1978,9,1,0.92822,1.756932
60,2010,1996,9,1,0.92816,1.7568959999999998
198,2010,1962,9,1,0.92783,1.756698
249,2010,1972,9,1,0.92753,1.7565179999999998
108,2010,2006,9,1,0.92749,1.756494
68,2010,1971,9,1,0.92743,1.7564579999999999
220,2010,2011,9,1,0.92736,1.7564159999999998
165,2010,1994,9,1,0.92733,1.756398
149,2010,1966,9,1,0.92731,1.756386
