country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,Power
152,1995,1998,20,1,0.99658,2.897948
3,1995,1967,20,1,0.99617,2.8977019999999998
211,1995,1998,20,1,0.9961,2.8976599999999997
110,1995,1965,20,1,0.99512,2.8970719999999996
208,1995,1966,20,1,0.99498,2.896988
133,1995,1995,20,1,0.99496,2.8969759999999996
64,1995,1982,20,1,0.99463,2.896778
138,1995,1995,20,1,0.99441,2.8966459999999996
100,1995,1967,20,1,0.99438,2.8966279999999998
45,1995,1999,20,1,0.99435,2.89661
134,1995,1995,20,1,0.99427,2.896562
39,1995,1966,20,1,0.99411,2.8964659999999998
36,1995,1967,20,1,0.99396,2.8963759999999996
64,1995,1983,20,1,0.99386,2.8963159999999997
243,1995,1998,20,1,0.99382,2.896292
52,1995,1998,20,1,0.99369,2.8962139999999996
196,1995,1995,20,1,0.99361,2.896166
243,1995,1999,20,1,0.99356,2.896136
52,1995,1999,20,1,0.99351,2.8961059999999996
17,1995,1995,20,1,0.99349,2.8960939999999997
147,1995,1995,20,1,0.99339,2.8960339999999998
59,1995,2001,20,1,0.99332,2.8959919999999997
183,1995,1966,20,1,0.99316,2.8958959999999996
119,1995,2000,20,1,0.99309,2.895854
35,1995,1995,20,1,0.99301,2.895806
29,1995,1967,20,1,0.993,2.8958
170,1995,1968,20,1,0.99295,2.8957699999999997
45,1995,1998,20,1,0.99287,2.8957219999999997
170,1995,2000,20,1,0.99265,2.89559
97,1995,1967,20,1,0.99243,2.8954579999999996
183,1995,1967,20,1,0.99242,2.8954519999999997
26,1995,1999,20,1,0.99238,2.895428
112,1995,1967,20,1,0.99232,2.8953919999999997
188,1995,1995,20,1,0.99225,2.8953499999999996
96,1995,1995,20,1,0.99214,2.8952839999999997
24,1995,1984,20,1,0.99213,2.895278
121,1995,1997,20,1,0.9921,2.89526
170,1995,1967,20,1,0.99196,2.8951759999999997
52,1995,1981,20,1,0.9919,2.8951399999999996
112,1995,1997,20,1,0.99186,2.895116
100,1995,1997,20,1,0.99175,2.89505
89,1995,1965,20,1,0.99171,2.8950259999999997
227,1995,1995,20,1,0.99171,2.8950259999999997
132,1995,1995,20,1,0.99168,2.895008
223,1995,1995,20,1,0.99166,2.894996
96,1995,1996,20,1,0.99166,2.894996
89,1995,1966,20,1,0.9913,2.89478
187,1995,1995,20,1,0.99123,2.894738
221,1995,1967,20,1,0.9912,2.8947199999999995
39,1995,1995,20,1,0.99099,2.8945939999999997
119,1995,2001,20,1,0.99098,2.8945879999999997
52,1995,1982,20,1,0.99096,2.894576
112,1995,1996,20,1,0.99085,2.89451
178,1995,1968,20,1,0.99084,2.894504
178,1995,1967,20,1,0.99075,2.89445
59,1995,2002,20,1,0.99074,2.894444
178,1995,1988,20,1,0.99072,2.8944319999999997
158,1995,1995,20,1,0.99071,2.8944259999999997
3,1995,1968,20,1,0.99067,2.894402
200,1995,1968,20,1,0.99061,2.8943659999999998
36,1995,1966,20,1,0.9906,2.89436
187,1995,1977,20,1,0.99057,2.894342
23,1995,1995,20,1,0.99041,2.894246
174,1995,1998,20,1,0.99036,2.8942159999999997
26,1995,2000,20,1,0.99033,2.894198
192,1995,1995,20,1,0.9903,2.8941799999999995
220,1995,2000,20,1,0.99021,2.894126
24,1995,1985,20,1,0.99015,2.89409
96,1995,1998,20,1,0.99013,2.894078
3,1995,1966,20,1,0.99012,2.8940719999999995
45,1995,2000,20,1,0.99012,2.8940719999999995
194,1995,2001,20,1,0.9901,2.8940599999999996
236,1995,1968,20,1,0.99009,2.8940539999999997
29,1995,1977,20,1,0.99007,2.894042
191,1995,1969,20,1,0.99005,2.89403
106,1995,1998,20,1,0.99003,2.894018
200,1995,1998,20,1,0.98995,2.89397
127,1995,1995,20,1,0.98995,2.89397
22,1995,1979,20,1,0.98992,2.8939519999999996
183,1995,1996,20,1,0.98988,2.893928
134,1995,1994,20,1,0.98987,2.893922
188,1995,1994,20,1,0.98981,2.8938859999999997
40,1995,1963,20,1,0.98977,2.893862
112,1995,1998,20,1,0.98977,2.893862
213,1995,1965,20,1,0.98976,2.8938559999999995
191,1995,1968,20,1,0.98971,2.893826
25,1995,1995,20,1,0.98969,2.893814
16,1995,1971,20,1,0.98963,2.8937779999999997
169,1995,1998,20,1,0.98961,2.893766
211,1995,1982,20,1,0.98947,2.8936819999999996
174,1995,1999,20,1,0.98943,2.893658
17,1995,1994,20,1,0.98941,2.893646
167,1995,1995,20,1,0.9894,2.8936399999999995
96,1995,1997,20,1,0.9894,2.8936399999999995
3,1995,1995,20,1,0.98939,2.8936339999999996
234,1995,1995,20,1,0.98937,2.8936219999999997
170,1995,1999,20,1,0.98933,2.893598
119,1995,1999,20,1,0.98931,2.893586
198,1995,1977,20,1,0.98927,2.8935619999999997
49,1995,1995,20,1,0.98925,2.89355
243,1995,2000,20,1,0.98925,2.89355
211,1995,1981,20,1,0.98924,2.893544
169,1995,1999,20,1,0.98915,2.89349
100,1995,1998,20,1,0.98911,2.893466
16,1995,1972,20,1,0.98911,2.893466
25,1995,1998,20,1,0.98904,2.8934239999999996
208,1995,1967,20,1,0.98897,2.893382
137,1995,1963,20,1,0.98891,2.8933459999999998
198,1995,1967,20,1,0.9888,2.89328
20,1995,1995,20,1,0.98879,2.893274
240,1995,1995,20,1,0.98876,2.893256
198,1995,1978,20,1,0.98875,2.8932499999999997
220,1995,1999,20,1,0.98869,2.8932139999999995
222,1995,2000,20,1,0.98868,2.8932079999999996
