country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,overall_event_correlation_score,detailed_event_correlation_scores,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
129,2006,2007,16,3,0.9129066666666666,1,3.047744,"['Sovereignty', 'Social Sector', 'Human Rights Development']",0.0,,1,0,,,
129,2006,2007,15,3,0.9336000000000001,1,2.96016,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0.0,,1,0,,,
248,2012,2012,11,4,0.9608175,1,2.8764905,['Unknown'],0.0,,1,0,,,
42,2012,2012,11,4,0.94196,1,2.865176,['Unknown'],0.0,,1,0,,,
129,2006,2007,14,3,0.9352433333333333,1,2.8611459999999997,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0.0,,1,0,,,
26,2006,2006,17,2,0.93236,1,2.8594160000000004,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
109,2006,2006,17,2,0.931195,1,2.8587170000000004,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
129,2006,2007,17,2,0.926685,1,2.856011,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
109,2006,2007,17,2,0.92552,1,2.8553120000000005,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
23,2006,2007,17,2,0.913945,1,2.848367,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
109,2006,2006,16,2,0.966145,1,2.779687,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
248,2012,2012,10,4,0.9543200000000001,1,2.7725920000000004,['Unknown'],0.0,,1,0,,,
109,2006,2007,16,2,0.94669,1,2.768014,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
172,2006,2007,16,2,0.944395,1,2.7666370000000002,['Social Sector'],0.0,,1,0,,,
119,2006,2006,16,2,0.943695,1,2.766217,"['Sovereignty', 'Human Rights Development']",0.0,,1,0,,,
61,2006,2007,16,2,0.9384399999999999,1,2.763064,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
110,2006,2008,16,2,0.93821,1,2.762926,"['Sovereignty', 'Social Sector']",0.0,,1,0,,,
