country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
25,2007,2007,17,6,0.9420983333333334,1,4.065259,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
198,2007,2007,16,6,0.9392883333333333,1,3.963573,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
222,2007,2007,17,5,0.9614739999999999,1,3.7768844,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
198,2007,2007,14,6,0.9535649999999999,1,3.772139,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
226,2007,2007,17,5,0.950562,1,3.7703372,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
198,2007,2007,17,5,0.949122,1,3.7694732,"['Finance Economy Sector', 'Political State Sector', 'Social Sector']",0,37
163,2007,2007,17,5,0.947438,1,3.7684628,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
134,2007,2007,17,5,0.94725,1,3.7683500000000003,"['Finance Economy Sector', 'Political State Sector', 'Social Sector']",0,37
204,2007,2007,17,5,0.945854,1,3.7675124,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
119,2007,2007,17,5,0.9447940000000001,1,3.7668764,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
222,2007,2008,16,5,0.960924,1,3.6765544,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
226,2007,2007,16,5,0.959026,1,3.6754156,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
222,2007,2007,16,5,0.9553860000000001,1,3.6732316000000003,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
25,2007,2007,16,5,0.947954,1,3.6687724,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
204,2007,2008,16,5,0.9447040000000001,1,3.6668224,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
119,2007,2008,16,5,0.941692,1,3.6650152,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
203,2007,2006,16,5,0.9404,1,3.66424,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,37
