country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,country_a_id_fk
150,2006,2007,17,4,0.9340225,1,3.4604135000000005,"['Human Rights Development', 'Finance Economy Sector']",167
239,2006,2006,17,4,0.929735,1,3.457841,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",167
150,2006,2007,16,4,0.9190925,1,3.3514554999999997,"['Human Rights Development', 'Finance Economy Sector']",167
91,2006,2007,15,4,0.92376,1,3.2542560000000003,"['Human Rights Development', 'Finance Economy Sector']",167
132,2006,2007,17,3,0.9539,1,3.17234,"['Human Rights Development', 'Finance Economy Sector']",167
211,2006,2006,17,3,0.95165,1,3.17099,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",167
45,2006,2006,17,3,0.9516133333333334,1,3.1709680000000002,"['Human Rights Development', 'Finance Economy Sector']",167
131,2006,2007,17,3,0.9509333333333334,1,3.17056,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",167
93,2006,2007,17,3,0.9507966666666666,1,3.170478,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",167
45,2006,2007,17,3,0.9497,1,3.16982,"['Human Rights Development', 'Finance Economy Sector']",167
103,2006,2007,17,3,0.9489900000000001,1,3.169394,"['Social Sector', 'Human Rights Development']",167
103,2006,2006,17,3,0.94405,1,3.16643,"['Social Sector', 'Human Rights Development']",167
150,2006,2006,17,3,0.9381766666666667,1,3.162906,"['Human Rights Development', 'Finance Economy Sector']",167
239,2006,2007,17,3,0.93648,1,3.1618880000000003,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",167
197,2006,2006,17,3,0.9358566666666667,1,3.161514,"['Social Sector', 'Human Rights Development']",167
38,2006,2007,17,3,0.9347966666666667,1,3.1608780000000003,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",167
53,2006,2006,17,3,0.9328133333333333,1,3.159688,"['Social Sector', 'Human Rights Development']",167
213,2006,2007,17,3,0.9289999999999999,1,3.1574,"['Political State Sector', 'Human Rights Development']",167
222,2006,2007,17,3,0.9272133333333333,1,3.1563280000000002,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",167
118,2000,2000,20,2,0.9140900000000001,1,3.148454,['Military Sector'],167
93,2006,2007,16,3,0.9415833333333333,1,3.06495,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",167
93,2006,2008,16,3,0.94101,1,3.064606,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",167
211,2006,2006,16,3,0.9401433333333333,1,3.064086,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",167
131,2006,2008,16,3,0.9303866666666667,1,3.058232,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",167
103,2006,2006,16,3,0.9284933333333334,1,3.057096,"['Social Sector', 'Human Rights Development']",167
150,2006,2006,16,3,0.9266866666666668,1,3.056012,"['Human Rights Development', 'Finance Economy Sector']",167
239,2006,2008,16,3,0.9254833333333333,1,3.05529,"['Human Rights Development', 'Social Sector']",167
118,2000,2000,19,2,0.9117649999999999,1,3.047059,['Military Sector'],167
106,2000,2004,18,2,0.9347,1,2.96082,['Military Sector'],167
118,2000,2000,18,2,0.9138649999999999,1,2.9483189999999997,['Military Sector'],167
150,2006,2007,15,3,0.9032266666666667,1,2.941936,"['Human Rights Development', 'Finance Economy Sector']",167
18,2006,2006,17,2,0.9722999999999999,1,2.8833800000000003,['Human Rights Development'],167
140,2006,2006,17,2,0.96857,1,2.8811420000000005,['Human Rights Development'],167
18,2006,2007,17,2,0.9682850000000001,1,2.880971,['Human Rights Development'],167
152,2006,2006,17,2,0.9681949999999999,1,2.880917,"['Human Rights Development', 'Finance Economy Sector']",167
131,2006,2006,17,2,0.96646,1,2.8798760000000003,"['Human Rights Development', 'Finance Economy Sector']",167
243,2006,2007,17,2,0.9661500000000001,1,2.87969,"['Human Rights Development', 'Finance Economy Sector']",167
152,2006,2007,17,2,0.9660599999999999,1,2.879636,"['Human Rights Development', 'Finance Economy Sector']",167
221,2006,2007,17,2,0.96278,1,2.8776680000000003,"['Human Rights Development', 'Finance Economy Sector']",167
56,2006,2006,17,2,0.960315,1,2.876189,"['Human Rights Development', 'Finance Economy Sector']",167
162,2006,2007,17,2,0.95737,1,2.874422,['Human Rights Development'],167
56,2006,2007,17,2,0.957255,1,2.874353,['Human Rights Development'],167
174,2006,2007,17,2,0.956785,1,2.8740710000000003,['Human Rights Development'],167
147,2006,2007,17,2,0.955815,1,2.873489,"['Human Rights Development', 'Finance Economy Sector']",167
162,2006,2006,17,2,0.954975,1,2.8729850000000003,['Human Rights Development'],167
113,2006,2006,17,2,0.953805,1,2.8722830000000004,"['Human Rights Development', 'Finance Economy Sector']",167
238,2006,2006,17,2,0.952955,1,2.871773,['Human Rights Development'],167
177,2006,2006,17,2,0.9523,1,2.8713800000000003,['Human Rights Development'],167
238,2006,2007,17,2,0.95219,1,2.8713140000000004,['Human Rights Development'],167
138,2006,2006,17,2,0.95096,1,2.8705760000000002,"['Human Rights Development', 'Finance Economy Sector']",167
159,2006,2006,17,2,0.950625,1,2.870375,['Human Rights Development'],167
126,2006,2006,17,2,0.950585,1,2.8703510000000003,"['Political State Sector', 'Human Rights Development']",167
80,2006,2006,17,2,0.950315,1,2.8701890000000003,"['Social Sector', 'Human Rights Development']",167
219,2006,2006,17,2,0.9499299999999999,1,2.8699580000000005,"['Human Rights Development', 'Finance Economy Sector']",167
48,2006,2007,17,2,0.949395,1,2.869637,['Human Rights Development'],167
52,2006,2006,17,2,0.94903,1,2.8694180000000005,"['Political State Sector', 'Human Rights Development']",167
119,2006,2006,17,2,0.94855,1,2.86913,"['Human Rights Development', 'Finance Economy Sector']",167
140,2006,2007,17,2,0.9479,1,2.8687400000000003,['Human Rights Development'],167
25,2006,2006,17,2,0.94776,1,2.8686560000000005,"['Human Rights Development', 'Finance Economy Sector']",167
102,2006,2006,17,2,0.9476549999999999,1,2.868593,"['Social Sector', 'Human Rights Development']",167
163,2006,2006,17,2,0.946515,1,2.867909,['Human Rights Development'],167
243,2006,2006,17,2,0.946165,1,2.867699,"['Human Rights Development', 'Finance Economy Sector']",167
91,2006,2007,17,2,0.94592,1,2.8675520000000003,['Human Rights Development'],167
48,2006,2006,17,2,0.945055,1,2.867033,['Human Rights Development'],167
210,2006,2006,17,2,0.9439649999999999,1,2.8663790000000002,['Human Rights Development'],167
80,2006,2007,17,2,0.942125,1,2.8652750000000005,['Human Rights Development'],167
91,2006,2006,17,2,0.94025,1,2.8641500000000004,['Human Rights Development'],167
142,2006,2006,17,2,0.9392050000000001,1,2.8635230000000003,['Human Rights Development'],167
2,2006,2007,17,2,0.938475,1,2.8630850000000003,['Human Rights Development'],167
67,2006,2006,17,2,0.9358150000000001,1,2.861489,"['Political State Sector', 'Human Rights Development']",167
62,2006,2007,17,2,0.9356450000000001,1,2.861387,['Human Rights Development'],167
78,2006,2007,17,2,0.933305,1,2.859983,"['Human Rights Development', 'Finance Economy Sector']",167
38,2006,2006,17,2,0.933065,1,2.859839,"['Human Rights Development', 'Finance Economy Sector']",167
163,2006,2007,17,2,0.932075,1,2.8592450000000005,['Human Rights Development'],167
138,2006,2007,17,2,0.93203,1,2.8592180000000003,"['Human Rights Development', 'Finance Economy Sector']",167
53,2006,2007,17,2,0.931215,1,2.8587290000000003,['Human Rights Development'],167
159,2006,2007,17,2,0.93099,1,2.858594,['Human Rights Development'],167
216,2006,2007,17,2,0.9295500000000001,1,2.85773,"['Political State Sector', 'Social Sector']",167
118,2000,2000,17,2,0.92474,1,2.8548440000000004,['Military Sector'],167
91,2006,2007,14,3,0.9245000000000001,1,2.8547,['Human Rights Development'],167
65,2006,2007,17,2,0.9238200000000001,1,2.854292,['Human Rights Development'],167
106,2000,2004,17,2,0.9229050000000001,1,2.853743,['Military Sector'],167
40,2006,2006,17,2,0.9224,1,2.85344,"['Social Sector', 'Human Rights Development']",167
74,2006,2006,17,2,0.922125,1,2.853275,['Human Rights Development'],167
29,2006,2007,17,2,0.921505,1,2.8529030000000004,"['Human Rights Development', 'Finance Economy Sector']",167
