country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,overall_event_correlation_score,detailed_event_correlation_scores,country_a_id_fk,event_correlation_count,similar_event_year_a,similar_raw_event,similar_event_year_b
63,1990,1990,32,2,0.9519929166666667,2,4.37119575,['Unknown'],0.0,,18,0,,,
65,1990,1990,32,2,0.9500975,2,4.370058500000001,['Unknown'],0.0,,18,0,,,
220,1990,1990,32,2,0.939013125,2,4.363407875,['Unknown'],0.0,,18,0,,,
211,1990,1990,32,2,0.9321339999999999,2,4.3592804,['Unknown'],0.0,,18,0,,,
174,1990,1990,32,2,0.9282640000000001,2,4.3569584,['Unknown'],0.0,,18,0,,,
152,1990,1990,32,2,0.9206179999999999,2,4.3523708,['Unknown'],0.0,,18,0,,,
63,1990,1990,31,2,0.9555441666666667,2,4.2733265000000005,['Unknown'],0.0,,18,0,,,
65,1990,1991,31,2,0.954575,2,4.2727450000000005,['Unknown'],0.0,,18,0,,,
65,1990,1990,31,2,0.94999,2,4.2699940000000005,['Unknown'],0.0,,18,0,,,
45,1990,1991,31,2,0.9436484210526316,2,4.266189052631579,['Unknown'],0.0,,18,0,,,
220,1990,1990,31,2,0.938690625,2,4.2632143750000004,['Unknown'],0.0,,18,0,,,
211,1990,1990,31,2,0.931362,2,4.2588172,['Unknown'],0.0,,18,0,,,
174,1990,1991,31,2,0.930068,2,4.2580408,['Unknown'],0.0,,18,0,,,
100,1990,1991,31,2,0.9288640000000001,2,4.2573184,['Unknown'],0.0,,18,0,,,
174,1990,1990,31,2,0.9284640000000001,2,4.2570784,['Unknown'],0.0,,18,0,,,
220,1990,1991,31,2,0.928345625,2,4.257007375000001,['Unknown'],0.0,,18,0,,,
63,1990,1991,31,2,0.91988875,2,4.25193325,['Unknown'],0.0,,18,0,,,
152,1990,1990,31,2,0.919038,2,4.2514228,['Unknown'],0.0,,18,0,,,
211,1990,1991,31,2,0.9168959999999999,2,4.2501376,['Unknown'],0.0,,18,0,,,
45,1990,1992,30,2,0.9611594736842105,2,4.176695684210526,['Unknown'],0.0,,18,0,,,
63,1990,1990,30,2,0.95553125,2,4.17331875,['Unknown'],0.0,,18,0,,,
65,1990,1991,30,2,0.95368,2,4.172208,['Unknown'],0.0,,18,0,,,
65,1990,1990,30,2,0.9512125000000001,2,4.1707275,['Unknown'],0.0,,18,0,,,
45,1990,1991,30,2,0.9427205263157895,2,4.165632315789474,['Unknown'],0.0,,18,0,,,
65,1990,1992,30,2,0.9413175,2,4.1647905000000005,['Unknown'],0.0,,18,0,,,
220,1990,1990,30,2,0.940678125,2,4.164406875,['Unknown'],0.0,,18,0,,,
220,1990,1992,30,2,0.94051375,2,4.16430825,['Unknown'],0.0,,18,0,,,
100,1990,1992,30,2,0.936604,2,4.1619624,['Unknown'],0.0,,18,0,,,
23,1990,1992,30,2,0.936558,2,4.1619348,['Unknown'],0.0,,18,0,,,
211,1990,1990,30,2,0.932248,2,4.1593488,['Unknown'],0.0,,18,0,,,
174,1990,1992,30,2,0.9314959999999999,2,4.1588975999999995,['Unknown'],0.0,,18,0,,,
174,1990,1991,30,2,0.92958,2,4.157748,['Unknown'],0.0,,18,0,,,
220,1990,1991,30,2,0.92933625,2,4.15760175,['Unknown'],0.0,,18,0,,,
100,1990,1991,30,2,0.9285800000000001,2,4.157148,['Unknown'],0.0,,18,0,,,
174,1990,1990,30,2,0.9275140000000001,2,4.1565084,['Unknown'],0.0,,18,0,,,
63,1990,1991,30,2,0.9219833333333334,2,4.15319,['Unknown'],0.0,,18,0,,,
152,1990,1992,30,2,0.919038,2,4.1514228,['Unknown'],0.0,,18,0,,,
152,1990,1990,30,2,0.918912,2,4.1513472,['Unknown'],0.0,,18,0,,,
63,1990,1992,30,2,0.9188204166666667,2,4.15129225,['Unknown'],0.0,,18,0,,,
211,1990,1991,30,2,0.917136,2,4.1502816,['Unknown'],0.0,,18,0,,,
45,1990,1992,29,2,0.9600721052631579,2,4.076043263157895,['Unknown'],0.0,,18,0,,,
65,1990,1991,29,2,0.9563499999999999,2,4.07381,['Unknown'],0.0,,18,0,,,
63,1990,1990,29,2,0.9555224999999999,2,4.0733135,['Unknown'],0.0,,18,0,,,
45,1990,1993,29,2,0.9550947368421052,2,4.073056842105263,['Unknown'],0.0,,18,0,,,
65,1990,1990,29,2,0.9546524999999999,2,4.0727915,['Unknown'],0.0,,18,0,,,
45,1990,1991,29,2,0.9416194736842105,2,4.064971684210526,['Unknown'],0.0,,18,0,,,
65,1990,1992,29,2,0.94113,2,4.064678000000001,['Unknown'],0.0,,18,0,,,
220,1990,1990,29,2,0.9410412499999999,2,4.06462475,['Unknown'],0.0,,18,0,,,
220,1990,1992,29,2,0.9401006249999999,2,4.064060375,['Unknown'],0.0,,18,0,,,
23,1990,1992,29,2,0.9366880000000001,2,4.062012800000001,['Unknown'],0.0,,18,0,,,
100,1990,1992,29,2,0.935852,2,4.0615112,['Unknown'],0.0,,18,0,,,
174,1990,1992,29,2,0.9328799999999999,2,4.059728000000001,['Unknown'],0.0,,18,0,,,
23,1990,1993,29,2,0.932282,2,4.059369200000001,['Unknown'],0.0,,18,0,,,
211,1990,1990,29,2,0.9314060000000001,2,4.0588436,['Unknown'],0.0,,18,0,,,
174,1990,1991,29,2,0.9300740000000001,2,4.0580444,['Unknown'],0.0,,18,0,,,
220,1990,1991,29,2,0.929519375,2,4.0577116250000005,['Unknown'],0.0,,18,0,,,
100,1990,1991,29,2,0.9288799999999999,2,4.057328,['Unknown'],0.0,,18,0,,,
