country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,country_a_id_fk
144,2006,2006,17,5,0.9476739999999999,1,3.7686044,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
52,2006,2006,17,5,0.943718,1,3.7662308,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
72,2006,2007,17,5,0.940478,1,3.7642868000000003,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
52,2006,2006,16,5,0.9485100000000001,1,3.669106,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
144,2006,2006,16,5,0.9456519999999999,1,3.6673912,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
52,2006,2006,15,5,0.945378,1,3.5672268000000003,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
144,2006,2007,17,4,0.942345,1,3.4654070000000003,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
152,2006,2007,17,4,0.9369225,1,3.4621535000000003,"['Political State Sector', 'Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
192,2006,2008,16,4,0.9599975,1,3.3759984999999997,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
72,2006,2007,16,4,0.9597,1,3.37582,"['Political State Sector', 'Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
192,2006,2007,16,4,0.9567675,1,3.3740604999999997,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
152,2006,2007,16,4,0.9471125,1,3.3682675,"['Political State Sector', 'Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
144,2006,2007,16,4,0.943195,1,3.3659169999999996,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
202,2006,2006,16,4,0.9402025,1,3.3641215,"['Social Sector', 'Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
147,2006,2006,16,4,0.9394175,1,3.3636505,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
243,2006,2006,16,4,0.9304725,1,3.3582834999999998,"['Social Sector', 'Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
15,2006,2006,16,4,0.9300225,1,3.3580134999999998,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
2,2006,2008,16,4,0.925895,1,3.355537,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
140,2000,2001,22,2,0.920975,1,3.3525850000000004,['Military Sector'],109
208,2000,2001,22,2,0.901225,1,3.3407350000000005,['Military Sector'],109
192,2006,2008,15,4,0.95591,1,3.273546,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
192,2006,2007,15,4,0.952495,1,3.271497,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
144,2006,2006,15,4,0.9483575,1,3.2690145,"['Social Sector', 'Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
147,2006,2006,15,4,0.9459075,1,3.2675445,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
57,2006,2006,15,4,0.94309,1,3.265854,"['Social Sector', 'Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
192,2006,2009,15,4,0.937835,1,3.2627010000000003,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
15,2006,2006,15,4,0.9375025,1,3.2625015,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
144,2006,2007,15,4,0.9364175,1,3.2618505000000004,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
152,2006,2007,15,4,0.931515,1,3.258909,"['Political State Sector', 'Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
206,2006,2006,15,4,0.9226475000000001,1,3.2535885,"['Social Sector', 'Human Rights Development']",109
140,2000,2001,21,2,0.91261,1,3.247566,['Military Sector'],109
67,2006,2006,17,3,0.9686966666666667,1,3.1812180000000003,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
222,2006,2007,17,3,0.9608800000000001,1,3.1765280000000002,"['Political State Sector', 'Social Sector', 'Finance Economy Sector']",109
192,2006,2007,17,3,0.95707,1,3.174242,"['Political State Sector', 'Human Rights Development']",109
226,2006,2007,17,3,0.9523166666666666,1,3.17139,"['Political State Sector', 'Social Sector']",109
192,2006,2008,14,4,0.94979,1,3.169874,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
192,2006,2007,14,4,0.9448325,1,3.1668995,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
202,2006,2006,17,3,0.9446133333333333,1,3.1667680000000002,"['Sovereignty', 'Human Rights Development', 'Social Sector']",109
120,2006,2006,17,3,0.94421,1,3.166526,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
134,2006,2007,17,3,0.9432499999999999,1,3.16595,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
56,2006,2006,17,3,0.9429666666666666,1,3.16578,"['Social Sector', 'Human Rights Development']",109
61,2006,2007,17,3,0.94217,1,3.165302,"['Sovereignty', 'Social Sector', 'Human Rights Development']",109
25,2006,2006,17,3,0.94145,1,3.16487,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
25,2006,2007,17,3,0.94103,1,3.164618,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
82,2006,2006,17,3,0.94015,1,3.16409,"['Political State Sector', 'Social Sector', 'Finance Economy Sector']",109
152,2006,2006,17,3,0.9398166666666666,1,3.1638900000000003,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
40,2006,2006,17,3,0.9362633333333333,1,3.161758,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
61,2006,2006,17,3,0.9354533333333334,1,3.1612720000000003,"['Sovereignty', 'Social Sector', 'Human Rights Development']",109
2,2006,2007,17,3,0.9340166666666666,1,3.16041,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
81,2006,2006,17,3,0.9332833333333334,1,3.15997,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
23,2006,2007,17,3,0.9330066666666667,1,3.1598040000000003,"['Political State Sector', 'Sovereignty', 'Social Sector']",109
118,2006,2006,17,3,0.9328,1,3.15968,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
203,2006,2007,17,3,0.9319766666666668,1,3.159186,"['Political State Sector', 'Sovereignty', 'Human Rights Development']",109
119,2006,2006,17,3,0.9317166666666666,1,3.15903,"['Sovereignty', 'Social Sector', 'Finance Economy Sector']",109
56,2006,2007,17,3,0.9315966666666666,1,3.158958,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
219,2006,2006,17,3,0.9305966666666666,1,3.1583579999999998,"['Sovereignty', 'Human Rights Development', 'Finance Economy Sector']",109
108,2006,2007,17,3,0.9301499999999999,1,3.15809,"['Political State Sector', 'Sovereignty', 'Social Sector']",109
120,2006,2007,17,3,0.9299733333333333,1,3.157984,"['Political State Sector', 'Sovereignty', 'Human Rights Development']",109
142,2006,2006,17,3,0.9286266666666667,1,3.157176,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
163,2006,2007,17,3,0.9273133333333333,1,3.156388,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
108,2006,2006,17,3,0.9270266666666668,1,3.156216,"['Political State Sector', 'Sovereignty', 'Social Sector']",109
2,2006,2006,17,3,0.9269466666666667,1,3.156168,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
170,2006,2006,17,3,0.9269066666666667,1,3.1561440000000003,"['Political State Sector', 'Social Sector', 'Finance Economy Sector']",109
131,2006,2006,17,3,0.9260933333333333,1,3.155656,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
15,2006,2006,17,3,0.9254633333333334,1,3.155278,"['Social Sector', 'Finance Economy Sector']",109
80,2006,2006,17,3,0.92508,1,3.155048,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
110,2006,2007,17,3,0.9246466666666667,1,3.154788,"['Political State Sector', 'Sovereignty', 'Social Sector']",109
239,2006,2007,17,3,0.9244933333333334,1,3.154696,"['Social Sector', 'Human Rights Development']",109
163,2006,2006,17,3,0.9236833333333333,1,3.15421,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
62,2006,2007,17,3,0.9221666666666667,1,3.1533,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
45,2006,2006,17,3,0.92209,1,3.153254,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
62,2006,2006,17,3,0.9207633333333334,1,3.152458,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
131,2006,2007,17,3,0.9197700000000001,1,3.1518620000000004,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
104,2006,2007,17,3,0.9170066666666666,1,3.150204,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
203,2006,2006,17,3,0.9154266666666667,1,3.1492560000000003,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
58,2006,2006,17,3,0.9141733333333333,1,3.148504,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
239,2006,2006,17,3,0.91321,1,3.147926,"['Social Sector', 'Human Rights Development']",109
11,2000,2001,20,2,0.912585,1,3.147551,['Military Sector'],109
113,2006,2006,17,3,0.9111866666666666,1,3.146712,"['Social Sector', 'Human Rights Development', 'Finance Economy Sector']",109
72,2006,2008,16,3,0.9769133333333334,1,3.086148,"['Political State Sector', 'Social Sector', 'Human Rights Development']",109
67,2006,2006,16,3,0.97512,1,3.085072,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
222,2006,2007,16,3,0.9641566666666667,1,3.078494,"['Political State Sector', 'Social Sector', 'Finance Economy Sector']",109
226,2006,2007,16,3,0.96161,1,3.076966,"['Political State Sector', 'Social Sector']",109
25,2006,2007,16,3,0.9611566666666667,1,3.076694,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
152,2006,2006,16,3,0.95897,1,3.075382,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
25,2006,2006,16,3,0.9568666666666666,1,3.0741199999999997,"['Political State Sector', 'Human Rights Development', 'Finance Economy Sector']",109
56,2006,2006,16,3,0.9555533333333334,1,3.0733319999999997,"['Social Sector', 'Human Rights Development']",109
126,2006,2006,16,3,0.9529233333333332,1,3.071754,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
213,2006,2008,16,3,0.9527066666666667,1,3.071624,"['Political State Sector', 'Sovereignty', 'Human Rights Development']",109
52,2006,2007,16,3,0.9507466666666667,1,3.070448,"['Political State Sector', 'Human Rights Development', 'Social Sector']",109
