country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,Power
96,2002,2005,15,1,0.99768,2.3986080000000003
60,2002,1985,15,1,0.99612,2.397672
191,2002,1985,15,1,0.99607,2.3976420000000003
96,2002,2004,15,1,0.99591,2.397546
52,2002,1989,15,1,0.99564,2.3973839999999997
60,2002,1986,15,1,0.99537,2.397222
243,2002,2007,15,1,0.99487,2.396922
52,2002,1990,15,1,0.99481,2.396886
60,2002,1984,15,1,0.99473,2.396838
12,2002,1992,15,1,0.99441,2.396646
12,2002,1991,15,1,0.99393,2.396358
178,2002,1998,15,1,0.99382,2.396292
236,2002,1982,15,1,0.9937,2.39622
52,2002,1988,15,1,0.99363,2.396178
52,2002,1991,15,1,0.99342,2.396052
64,2002,1992,15,1,0.99335,2.39601
64,2002,2005,15,1,0.99314,2.395884
61,2002,2005,15,1,0.99307,2.395842
243,2002,2008,15,1,0.99306,2.395836
178,2002,1996,15,1,0.99289,2.395734
112,2002,2005,15,1,0.99288,2.395728
178,2002,1995,15,1,0.99287,2.395722
188,2002,2004,15,1,0.99285,2.3957100000000002
9,2002,1984,15,1,0.9928,2.39568
25,2002,2004,15,1,0.99278,2.395668
19,2002,1977,15,1,0.99263,2.395578
187,2002,1991,15,1,0.99261,2.395566
12,2002,1987,15,1,0.99243,2.395458
61,2002,2003,15,1,0.99234,2.395404
61,2002,2004,15,1,0.99231,2.3953860000000002
183,2002,2005,15,1,0.99224,2.395344
100,2002,2004,15,1,0.99221,2.395326
61,2002,1988,15,1,0.9922,2.39532
188,2002,2001,15,1,0.99206,2.395236
198,2002,1985,15,1,0.99199,2.395194
45,2002,2006,15,1,0.99191,2.395146
188,2002,2003,15,1,0.99187,2.395122
60,2002,1987,15,1,0.99187,2.395122
188,2002,1986,15,1,0.99184,2.395104
188,2002,2002,15,1,0.99178,2.395068
9,2002,1985,15,1,0.99174,2.395044
134,2002,1985,15,1,0.99173,2.395038
174,2002,2005,15,1,0.99168,2.395008
236,2002,1978,15,1,0.99167,2.395002
93,2002,2006,15,1,0.99167,2.395002
60,2002,1983,15,1,0.99164,2.394984
134,2002,1984,15,1,0.99159,2.3949540000000002
9,2002,1983,15,1,0.99156,2.394936
64,2002,1991,15,1,0.99156,2.394936
64,2002,2004,15,1,0.99148,2.394888
24,2002,1981,15,1,0.99144,2.394864
12,2002,1988,15,1,0.99144,2.394864
178,2002,1997,15,1,0.99139,2.394834
191,2002,1984,15,1,0.99124,2.394744
188,2002,2005,15,1,0.99123,2.3947380000000003
12,2002,1990,15,1,0.99119,2.394714
243,2002,2006,15,1,0.99108,2.394648
188,2002,1985,15,1,0.99107,2.394642
236,2002,1981,15,1,0.99098,2.394588
45,2002,2005,15,1,0.99097,2.3945819999999998
100,2002,1975,15,1,0.99088,2.394528
236,2002,2001,15,1,0.99087,2.3945220000000003
183,2002,2006,15,1,0.99086,2.394516
9,2002,1986,15,1,0.99082,2.394492
183,2002,1973,15,1,0.99082,2.394492
220,2002,2006,15,1,0.99077,2.394462
24,2002,1980,15,1,0.99072,2.394432
191,2002,1986,15,1,0.99065,2.39439
236,2002,1977,15,1,0.9906,2.39436
236,2002,1983,15,1,0.99056,2.394336
217,2002,1989,15,1,0.99053,2.394318
64,2002,1993,15,1,0.99047,2.394282
12,2002,1986,15,1,0.99041,2.394246
236,2002,2002,15,1,0.99031,2.394186
16,2002,1977,15,1,0.99022,2.394132
54,2002,2004,15,1,0.9902,2.39412
86,2002,1983,15,1,0.99015,2.3940900000000003
24,2002,1978,15,1,0.99014,2.394084
170,2002,1989,15,1,0.98994,2.393964
187,2002,1987,15,1,0.98994,2.393964
183,2002,2007,15,1,0.98993,2.393958
40,2002,1971,15,1,0.98991,2.393946
25,2002,2005,15,1,0.9899,2.39394
236,2002,1979,15,1,0.98977,2.393862
52,2002,2005,15,1,0.98977,2.393862
178,2002,1994,15,1,0.98976,2.393856
198,2002,1986,15,1,0.98961,2.3937660000000003
106,2002,2005,15,1,0.98956,2.393736
54,2002,2005,15,1,0.98953,2.393718
187,2002,1986,15,1,0.98948,2.393688
96,2002,2003,15,1,0.98944,2.3936640000000002
45,2002,2008,15,1,0.98937,2.393622
188,2002,1984,15,1,0.98937,2.393622
112,2002,1989,15,1,0.98936,2.393616
236,2002,2000,15,1,0.98934,2.393604
170,2002,1990,15,1,0.98931,2.393586
187,2002,2004,15,1,0.98919,2.393514
198,2002,1987,15,1,0.98919,2.393514
114,2002,2006,15,1,0.98918,2.3935079999999997
114,2002,2004,15,1,0.98916,2.393496
12,2002,1989,15,1,0.98914,2.393484
112,2002,2004,15,1,0.98907,2.3934420000000003
24,2002,1979,15,1,0.98905,2.39343
22,2002,1988,15,1,0.98902,2.393412
134,2002,2001,15,1,0.98899,2.393394
187,2002,1984,15,1,0.98897,2.393382
174,2002,2008,15,1,0.98896,2.393376
191,2002,1983,15,1,0.98887,2.393322
236,2002,1980,15,1,0.98882,2.393292
40,2002,1970,15,1,0.98875,2.39325
22,2002,2001,15,1,0.98875,2.39325
192,2002,2005,15,1,0.98871,2.393226
89,2002,2005,15,1,0.98867,2.393202
49,2002,2000,15,1,0.98865,2.39319
236,2002,1976,15,1,0.98862,2.393172
220,2002,2007,15,1,0.98859,2.393154
60,2002,1982,15,1,0.98855,2.39313
198,2002,1984,15,1,0.98854,2.3931240000000003
187,2002,1985,15,1,0.98852,2.393112
26,2002,2005,15,1,0.98849,2.393094
174,2002,2004,15,1,0.98846,2.3930759999999998
100,2002,1976,15,1,0.98846,2.3930759999999998
54,2002,1976,15,1,0.98842,2.393052
64,2002,1990,15,1,0.98839,2.393034
187,2002,2003,15,1,0.98839,2.393034
178,2002,1999,15,1,0.98836,2.3930160000000003
22,2002,1987,15,1,0.98821,2.392926
9,2002,1982,15,1,0.98821,2.392926
187,2002,1990,15,1,0.98819,2.392914
96,2002,2006,15,1,0.98817,2.392902
191,2002,1975,15,1,0.98804,2.392824
40,2002,1973,15,1,0.98795,2.39277
22,2002,2000,15,1,0.98789,2.392734
187,2002,2005,15,1,0.98788,2.392728
138,2002,1984,15,1,0.98784,2.392704
114,2002,2003,15,1,0.98781,2.392686
192,2002,2001,15,1,0.98779,2.392674
188,2002,1983,15,1,0.98778,2.392668
236,2002,1975,15,1,0.98775,2.39265
64,2002,2003,15,1,0.9876,2.39256
112,2002,2003,15,1,0.98754,2.392524
112,2002,2006,15,1,0.98753,2.392518
183,2002,1974,15,1,0.98751,2.392506
12,2002,1993,15,1,0.98749,2.392494
183,2002,1976,15,1,0.98746,2.3924760000000003
236,2002,1994,15,1,0.98744,2.392464
170,2002,1988,15,1,0.9874,2.39244
243,2002,2005,15,1,0.98739,2.392434
16,2002,1976,15,1,0.98739,2.392434
217,2002,1990,15,1,0.98738,2.3924279999999998
3,2002,1973,15,1,0.98736,2.392416
236,2002,1984,15,1,0.98735,2.39241
40,2002,1972,15,1,0.98733,2.392398
167,2002,2001,15,1,0.98732,2.392392
178,2002,1993,15,1,0.98711,2.3922660000000002
187,2002,1989,15,1,0.98709,2.392254
106,2002,2006,15,1,0.98706,2.392236
52,2002,1987,15,1,0.98705,2.39223
236,2002,1974,15,1,0.98694,2.392164
19,2002,1976,15,1,0.98691,2.392146
89,2002,2004,15,1,0.9869,2.39214
54,2002,2003,15,1,0.98688,2.392128
183,2002,1975,15,1,0.98685,2.39211
191,2002,1976,15,1,0.98683,2.392098
152,2002,1976,15,1,0.98681,2.392086
86,2002,1984,15,1,0.98677,2.392062
112,2002,1990,15,1,0.98675,2.3920500000000002
236,2002,2003,15,1,0.98663,2.391978
9,2002,1987,15,1,0.98654,2.391924
188,2002,1987,15,1,0.98649,2.3918939999999997
134,2002,1988,15,1,0.9864,2.39184
187,2002,1983,15,1,0.98634,2.391804
119,2002,2006,15,1,0.98626,2.391756
45,2002,2007,15,1,0.98623,2.391738
217,2002,1988,15,1,0.98621,2.3917260000000002
183,2002,2004,15,1,0.98621,2.3917260000000002
52,2002,2004,15,1,0.98618,2.391708
114,2002,2007,15,1,0.98617,2.391702
100,2002,2005,15,1,0.98614,2.391684
64,2002,2001,15,1,0.9861,2.39166
174,2002,2006,15,1,0.98603,2.3916180000000002
114,2002,2005,15,1,0.98601,2.391606
188,2002,1982,15,1,0.98597,2.391582
191,2002,1982,15,1,0.98596,2.391576
22,2002,1989,15,1,0.98592,2.391552
64,2002,1989,15,1,0.98588,2.391528
64,2002,2002,15,1,0.98587,2.391522
40,2002,1969,15,1,0.98579,2.391474
236,2002,1995,15,1,0.98578,2.391468
174,2002,2007,15,1,0.98573,2.391438
236,2002,1993,15,1,0.9857,2.39142
243,2002,1990,15,1,0.98568,2.391408
60,2002,1981,15,1,0.98565,2.39139
60,2002,1988,15,1,0.98564,2.391384
86,2002,1982,15,1,0.98563,2.391378
187,2002,1988,15,1,0.98559,2.3913539999999998
183,2002,1972,15,1,0.98558,2.391348
