country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
29,2006,2006,17,4,0.9521075,1,3.4712645,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
52,2006,2006,17,4,0.94968,1,3.4698080000000004,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
108,2006,2007,17,4,0.9226525,1,3.4535915000000004,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
144,2006,2006,17,3,0.9651266666666668,1,3.1790760000000002,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
222,2006,2007,17,3,0.96333,1,3.177998,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
93,2006,2007,17,3,0.9482166666666667,1,3.16893,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
52,2006,2007,17,3,0.9451066666666667,1,3.167064,"['Political State Sector', 'Human Rights Development']",0,150
29,2006,2007,17,3,0.94103,1,3.164618,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
152,2006,2007,17,3,0.94095,1,3.16457,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
25,2006,2006,17,3,0.9395666666666666,1,3.1637399999999998,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
45,2006,2006,17,3,0.9389366666666666,1,3.1633620000000002,"['Finance Economy Sector', 'Social Sector', 'Human Rights Development']",0,150
167,2006,2006,17,3,0.9381766666666667,1,3.162906,"['Finance Economy Sector', 'Human Rights Development']",0,150
130,2006,2006,14,4,0.9303400000000001,1,3.158204,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
144,2006,2007,17,3,0.9298466666666667,1,3.157908,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
3,2006,2006,17,3,0.92914,1,3.157484,"['Finance Economy Sector', 'Human Rights Development']",0,150
64,2006,2006,17,3,0.9259166666666667,1,3.15555,"['Political State Sector', 'Human Rights Development']",0,150
159,2006,2006,17,3,0.9246366666666667,1,3.154782,"['Finance Economy Sector', 'Human Rights Development']",0,150
199,2006,2007,17,3,0.9223033333333334,1,3.153382,"['Finance Economy Sector', 'Political State Sector', 'Sovereignty']",0,150
170,2006,2007,17,3,0.9166799999999999,1,3.150008,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
222,2006,2007,16,3,0.9648033333333332,1,3.078882,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
144,2006,2006,16,3,0.9644733333333333,1,3.078684,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
29,2006,2006,16,3,0.9567533333333333,1,3.074052,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
52,2006,2006,16,3,0.9561633333333334,1,3.0736980000000003,"['Political State Sector', 'Human Rights Development']",0,150
93,2006,2007,16,3,0.9499066666666667,1,3.069944,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
52,2006,2007,16,3,0.9435600000000001,1,3.066136,"['Political State Sector', 'Human Rights Development']",0,150
130,2006,2006,16,3,0.9382666666666667,1,3.06296,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
152,2006,2007,16,3,0.9328666666666666,1,3.05972,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
29,2006,2007,16,3,0.9316366666666668,1,3.0589820000000003,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
144,2006,2007,16,3,0.9308766666666667,1,3.058526,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
167,2006,2006,16,3,0.9266866666666668,1,3.056012,"['Finance Economy Sector', 'Human Rights Development']",0,150
199,2006,2007,16,3,0.9220366666666667,1,3.053222,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
159,2006,2006,16,3,0.9188233333333334,1,3.051294,"['Finance Economy Sector', 'Human Rights Development']",0,150
108,2006,2007,16,3,0.9171933333333334,1,3.050316,"['Political State Sector', 'Human Rights Development']",0,150
144,2006,2006,15,3,0.9594,1,2.97564,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
52,2006,2006,15,3,0.95761,1,2.974566,"['Political State Sector', 'Human Rights Development']",0,150
222,2006,2007,15,3,0.95721,1,2.974326,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
93,2008,2009,12,4,0.9524125,1,2.9714475000000005,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
130,2008,2008,12,4,0.9507075,1,2.9704245000000005,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
93,2008,2008,12,4,0.94822,1,2.9689320000000006,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
67,2008,2009,12,4,0.9459375,1,2.9675625000000005,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
29,2006,2006,15,3,0.9452233333333333,1,2.9671339999999997,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
25,2008,2008,12,4,0.9445,1,2.9667000000000003,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
130,2006,2006,15,3,0.9419533333333333,1,2.965172,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
120,2008,2009,12,4,0.9394724999999999,1,2.9636835,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
197,2008,2007,12,4,0.9375275000000001,1,2.9625165000000004,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
34,2008,2009,12,4,0.9363525,1,2.9618115000000005,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
34,2008,2008,12,4,0.9357475,1,2.9614485000000004,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
3,2000,2001,18,2,0.93467,1,2.960802,['Military Sector'],0,150
126,2008,2008,12,4,0.9344325,1,2.9606595,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,150
199,2006,2008,15,3,0.9230266666666666,1,2.9538159999999998,"['Political State Sector', 'Sovereignty', 'Human Rights Development']",0,150
152,2008,2009,12,4,0.9220174999999999,1,2.9532105000000004,"['Finance Economy Sector', 'Political State Sector', 'Human Rights Development']",0,150
227,2000,2005,18,2,0.912005,1,2.947203,['Military Sector'],0,150
53,2006,2007,17,2,0.976795,1,2.8860770000000002,"['Political State Sector', 'Human Rights Development']",0,150
37,2006,2007,17,2,0.96881,1,2.8812860000000002,"['Political State Sector', 'Human Rights Development']",0,150
107,2006,2009,14,3,0.96848,1,2.8810879999999996,"['Political State Sector', 'Human Rights Development']",0,150
120,2006,2007,17,2,0.9663900000000001,1,2.8798340000000002,"['Political State Sector', 'Human Rights Development']",0,150
53,2006,2006,17,2,0.965815,1,2.8794890000000004,"['Political State Sector', 'Human Rights Development']",0,150
213,2006,2007,17,2,0.962675,1,2.877605,"['Political State Sector', 'Human Rights Development']",0,150
152,2006,2006,17,2,0.96263,1,2.877578,"['Finance Economy Sector', 'Human Rights Development']",0,150
52,2006,2006,14,3,0.95994,1,2.8759639999999997,"['Political State Sector', 'Human Rights Development']",0,150
194,2006,2007,17,2,0.9569449999999999,1,2.8741670000000004,"['Political State Sector', 'Human Rights Development']",0,150
81,2006,2006,17,2,0.95644,1,2.873864,"['Political State Sector', 'Human Rights Development']",0,150
177,2006,2006,17,2,0.9563550000000001,1,2.873813,"['Social Sector', 'Human Rights Development']",0,150
120,2006,2006,17,2,0.95435,1,2.8726100000000003,"['Political State Sector', 'Human Rights Development']",0,150
119,2006,2006,17,2,0.9518899999999999,1,2.871134,"['Finance Economy Sector', 'Human Rights Development']",0,150
226,2006,2007,17,2,0.95157,1,2.8709420000000003,"['Political State Sector', 'Human Rights Development']",0,150
170,2006,2006,17,2,0.9513849999999999,1,2.8708310000000004,"['Political State Sector', 'Social Sector']",0,150
204,2006,2007,17,2,0.95136,1,2.8708160000000005,"['Political State Sector', 'Human Rights Development']",0,150
67,2006,2006,17,2,0.9501,1,2.87006,"['Political State Sector', 'Human Rights Development']",0,150
