country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
37,2007,2007,17,5,0.9614739999999999,1,3.7768844,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
144,2007,2007,17,5,0.961364,1,3.7768184000000002,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
144,2007,2006,17,5,0.9570420000000001,1,3.7742252,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
134,2007,2007,17,5,0.9440820000000001,1,3.7664492000000003,"['Finance Economy Sector', 'Political State Sector', 'Social Sector']",0,222
144,2007,2007,16,5,0.961886,1,3.6771316,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
72,2007,2007,16,5,0.957028,1,3.6742168,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
37,2007,2007,16,5,0.9553860000000001,1,3.6732316000000003,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
37,2007,2008,16,5,0.955038,1,3.6730228,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
144,2007,2006,16,5,0.94847,1,3.669082,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
72,2007,2008,16,5,0.9389620000000001,1,3.6633772000000002,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
134,2007,2007,16,5,0.938156,1,3.6628936000000003,"['Finance Economy Sector', 'Political State Sector', 'Social Sector']",0,222
144,2007,2008,16,5,0.9350299999999999,1,3.661018,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
144,2007,2007,15,5,0.9578099999999999,1,3.574686,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
72,2007,2007,15,5,0.9529160000000001,1,3.5717496,"['Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
37,2007,2009,15,5,0.951268,1,3.5707608,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
72,2007,2008,15,5,0.945566,1,3.5673396,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
37,2007,2008,15,5,0.9451940000000001,1,3.5671164,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
37,2007,2007,15,5,0.9448779999999999,1,3.5669268,"['Finance Economy Sector', 'Political State Sector', 'Social Sector', 'Human Rights Development']",0,222
